Env,Date,QV2M,T2MDEW,PS,RH2M,WS2M,SWDIR,T2MMAX,T2MMIN,T2MWET,T2M,PRECTOTCORR
ARH1_2016,20160101,-0.932757405,-0.803950221,1.504302092,-0.001314398,-0.127444926,-0.858132207,-0.838732922,-0.69971371,-0.814101129,-0.810238359,-0.433761125
ARH1_2016,20160103,-0.821693347,-0.629113231,1.228982524,0.308500774,-0.252686132,-0.657758031,-0.451659355,-0.753695752,-0.668176529,-0.694526839,-0.433761125
ARH1_2016,20160105,-1.080169699,-1.077192731,1.515314875,0.150654562,-0.252686132,-0.24679953,-0.91125651,-1.055629208,-1.082713927,-1.070144236,-0.433761125
ARH1_2016,20160217,-0.698513211,-0.43707916,1.317084786,0.381546628,-0.590837389,0.12842345,-0.382508957,-0.503914439,-0.49157988,-0.535200976,-0.433761125
ARH1_2016,20160610,0.941196145,0.987412383,0.997714087,-1.370714254,-0.82253362,1.962421484,1.338661309,1.097247824,1.171216993,1.324194152,-0.433761125
ARH1_2016,20160720,1.767108863,1.414473228,1.140880262,-1.239735481,-1.035443671,1.348536268,1.639718528,1.766076175,1.57645983,1.701591727,-0.153681187
ARH1_2016,20160113,-0.809577268,-0.619559297,1.225311596,0.439479546,-0.114920805,-0.213616545,-0.342030675,-0.918386728,-0.669105985,-0.705207902,-0.433761125
ARH1_2016,20160322,-0.316856723,-0.004285955,1.104170987,0.098598896,1.78874553,1.172411196,0.043356298,-0.29439092,-0.030569679,-0.053663032,-0.433761125
ARH1_2016,20160320,-0.884293089,-0.705544702,1.306072003,-0.243121362,0.667836734,0.261155388,-0.752716574,-0.56613103,-0.683977282,-0.652692673,-0.43059638
ARH1_2016,20160222,-0.316856723,0.02246506,0.942650173,0.738379821,1.143753318,-1.263985634,-0.320104939,0.10727207,-0.082619218,-0.179165528,0.178617045
ARH1_2016,20160223,-0.169444429,0.128513726,0.498467937,1.342057624,1.056084473,-1.345666827,-0.341187378,-0.010756462,-0.033358047,-0.184506059,3.053787935
ARH1_2016,20160224,-0.761112952,-0.535484679,0.693027099,0.166607104,2.302234475,-1.117214741,-0.670916713,-0.427058651,-0.568724732,-0.59038647,0.014050301
ARH1_2016,20160822,1.334968713,1.205242075,1.126196552,-0.148245713,-0.697292414,0.021216884,1.04435047,1.25553415,1.191665026,1.160417846,0.243494319
ARH1_2016,20160405,-0.118960766,0.221186885,1.243666234,-0.206178632,0.37978196,1.455742834,0.261770359,0.197852107,0.227819102,0.229385149,-0.433761125
ARH1_2016,20160716,1.617677222,1.346640297,1.012397797,-0.70994314,-1.129374575,1.45063776,1.461782749,1.52818921,1.432394142,1.487970458,-0.269194382
ARH1_2016,20160216,-0.611681312,-0.335807461,0.843535129,0.712351989,0.749243518,-0.475251616,-0.086511523,-0.554236682,-0.423729588,-0.497817253,-0.421102145
ARH1_2016,20161116,-0.500617254,-0.185810699,0.964675739,-2.315272707,-0.20885171,-0.139592964,0.861354905,0.198767057,0.147885882,0.456357747,-0.433761125
ARH1_2016,20160719,1.902405079,1.480395371,1.17391861,-0.950910497,-1.004133369,1.020535228,1.490454865,1.775225674,1.589472215,1.665098093,-0.004938169
ARH1_2016,20160314,0.521172074,0.717036054,0.685685243,0.712351989,0.235754572,0.84058135,0.398384559,0.625133694,0.607037171,0.496411735,0.640669824
ARH1_2016,20160721,1.779224942,1.416384014,1.078474494,-1.381629151,-1.135636636,1.528490146,1.709712223,1.681900787,1.610849704,1.765678107,-0.403696047
ARH1_2016,20160323,0.349527621,0.585191766,0.880244405,0.376508983,2.383641259,-0.618193703,0.356219682,0.401885927,0.510373742,0.433215443,-0.429014007
ARH1_2016,20160510,1.470264928,1.267342646,0.87290255,0.565420674,1.150015378,0.69125792,0.958334121,1.105482373,1.166569712,1.052717123,-0.123616109
ARH1_2016,20160711,1.482381007,1.275941186,0.957333884,-0.515154197,0.047892763,1.093282541,1.374079805,1.268343448,1.331083433,1.361577874,0.006138439
ARH1_2016,20160712,1.557096827,1.312246135,0.975688522,-0.793903892,0.317161357,1.566778206,1.428894145,1.551062957,1.408228285,1.474619129,-0.359389616
ARH1_2016,20160502,0.460591679,0.680731105,0.961004811,0.602363404,0.335947537,-0.558209077,0.362966063,0.734927677,0.582871313,0.481280229,1.227730033
ARH1_2016,20160904,1.409684533,1.241547024,1.00872687,-0.751923516,-0.628409751,0.660627472,1.517440386,1.200637159,1.342236906,1.414983191,-0.4179374
ARH1_2016,20160715,1.617677222,1.340907937,0.968346666,-0.725056075,-0.791223319,1.474886864,1.489611567,1.436694224,1.43053523,1.490640724,0.037785889
ARH1_2016,20160226,-0.896409168,-0.739938864,1.427212613,-0.295177028,-0.334092916,0.580222548,-0.543578786,-0.796698396,-0.710002051,-0.669604357,-0.433761125
ARH1_2016,20160717,1.52074859,1.298870627,1.085816349,-1.370714254,-0.860105982,1.555291788,1.617792792,1.558382556,1.482584769,1.62860446,-0.269194382
ARH1_2016,20160503,0.028451528,0.346343419,0.975688522,-0.101227693,-0.064824322,0.776767918,0.197679746,0.438483921,0.337494916,0.321954366,-0.356224871
ARH1_2016,20160313,0.608003973,0.77244887,0.711381736,0.896226034,0.479974925,-0.332309528,0.362122765,0.557427404,0.640497588,0.507982887,1.378055424
ARH1_2016,20160505,-0.155309003,0.184881936,0.946321101,-0.542021637,0.411092261,1.728864323,0.403444344,0.238109901,0.258491152,0.322844454,-0.433761125
ARH1_2016,20160829,1.839805337,1.446001209,1.030752435,-0.431193446,-0.478120303,0.739756128,1.344564391,1.59864035,1.477008033,1.480849749,-0.273941499
ARH1_2016,20160110,-1.215465915,-1.431643678,1.251008089,-0.819931724,0.530071407,-0.149803113,-1.370853666,-1.053799308,-1.352256181,-1.257062846,-0.433761125
ARH1_2016,20160319,-0.637932816,-0.349182968,1.126196552,-0.132293171,1.281518645,0.028874496,-0.40527799,-0.248643427,-0.349373104,-0.342941834,-0.413190282
ARH1_2016,20160401,-0.341088881,-0.010973709,0.909611825,-0.311129571,0.110513366,-0.250628336,-0.041816753,0.102697321,0.020550403,0.049587248,-0.433761125
ARH1_2016,20160402,-0.538984838,-0.225937221,1.100500059,-0.442108343,0.354733718,1.469781789,-0.07723525,-0.201066034,-0.178353191,-0.131990831,-0.433761125
ARH1_2016,20160403,-0.292624565,0.046349895,1.162905828,-0.300214673,-0.252686132,1.16858239,0.330920756,-0.178192288,0.081894503,0.113673628,-0.433761125
ARH1_2016,20160306,-0.35320496,-0.021483036,1.199615103,-0.232206465,0.198182211,0.683600308,0.249120896,-0.223024831,0.002890739,0.026444944,-0.433761125
ARH1_2016,20160905,1.815573179,1.439313456,1.093158204,-0.547059282,-0.108658745,0.516409116,1.432267335,1.611449648,1.486302593,1.504882142,-0.421102145
ARH1_2016,20161113,-0.920641326,-0.785797747,1.254679017,-2.362290728,-0.653457992,-0.09619983,0.093110852,-0.359352361,-0.46090783,-0.15157278,-0.433761125
ARH1_2016,20160825,2.08616561,1.554916056,1.063790783,-0.243121362,-1.01665749,0.920986275,1.390945756,1.657197141,1.559729621,1.538705509,-0.433761125
ARH1_2016,20160227,-0.674281053,-0.417015899,1.247337162,-0.400127968,0.116775427,0.65296986,0.020587264,-0.63749712,-0.370750593,-0.321579707,-0.433761125
ARH1_2016,20160504,0.076915844,0.370228254,0.836193274,-0.400127968,0.642788493,1.47871567,0.609208942,0.207916555,0.406274664,0.433215443,-0.433761125
ARH1_2016,20160421,0.767532347,0.88231911,0.88758626,0.554505776,-0.321568795,0.66318001,0.597402777,0.801719017,0.792928381,0.694901497,0.68181151
ARH1_2016,20160422,0.373759779,0.626273682,0.979359449,0.040665977,-0.027251961,1.492754625,0.533312164,0.566576902,0.603319346,0.572959356,-0.425849262
ARH1_2016,20160507,0.238463564,0.506849508,0.990372232,-0.688952952,-0.127444926,1.791401486,0.825936408,0.371692581,0.580082945,0.637935826,-0.433761125
ARH1_2016,20160508,0.521172074,0.715125267,0.924295536,-0.12221788,0.304637236,1.172411196,0.727270597,0.632453293,0.706488968,0.687780788,-0.425849262
ARH1_2016,20160430,1.310736555,1.182312634,0.729736374,1.237106685,0.517547286,-0.512263406,0.618485215,1.049670431,1.005773816,0.825744525,0.738776921
ARH1_2016,20160427,1.397568454,1.224349943,0.626950402,0.996139328,0.830650302,-0.413990721,0.696911886,1.202467058,1.071765195,0.912973209,0.241911946
ARH1_2016,20160428,0.545404232,0.731366954,0.854547912,-0.6830757,-0.678506233,1.770981188,0.888340426,0.802633967,0.819882606,0.889830905,-0.381542832
ARH1_2016,20160207,-0.833809426,-0.672105934,1.17391861,-0.615067491,0.148085728,0.019940616,-0.282999848,-0.819572143,-0.605902974,-0.534310887,-0.433761125
ARH1_2016,20161110,-0.698513211,-0.429436013,1.313413858,-1.748537635,-0.703554474,0.099069271,0.263456954,-0.155318541,-0.185788839,0.045136805,-0.433761125
ARH1_2016,20160117,-0.981221721,-0.90235574,1.181260466,0.255605501,0.079203065,-0.163842068,-0.863188551,-0.885448533,-0.930283135,-0.941081386,-0.433761125
ARH1_2016,20160907,1.544980748,1.315112315,1.111512842,-0.929920309,-0.40923764,0.795911948,1.544425907,1.484271617,1.435182511,1.523574003,-0.433761125
ARH1_2016,20160213,-1.167001599,-1.292156243,1.577720643,-0.845959557,0.530071407,0.169264047,-1.083289207,-0.934855826,-1.190530829,-1.077264945,-0.433761125
ARH1_2016,20160813,1.680276964,1.365748165,0.803154926,-0.164198256,0.254540753,-0.114067591,1.248428473,1.547403157,1.358037659,1.329534683,-0.148934069
ARH1_2016,20160215,-0.599565233,-0.326253527,0.799483998,1.57294969,0.135561607,-1.514134288,-0.815120591,-0.503914439,-0.499944984,-0.654472851,3.879786397
ARH1_2016,20161007,0.103167349,0.411310169,1.016068725,-2.504184398,0.429878442,0.580222548,1.383356078,0.98562394,0.798505117,1.146176428,-0.433761125
ARH1_2016,20160315,1.052260203,1.021806545,0.626950402,0.870198201,1.456856333,0.83164747,0.710404646,0.753226675,0.888662354,0.748306815,-0.433761125
ARH1_2016,20160316,-0.254256981,0.07883327,0.983030377,-0.961825394,-0.365403217,0.970760751,0.290442475,0.250004249,0.193429229,0.297031884,-0.433761125
ARH1_2016,20160509,0.902828562,0.959705974,0.843535129,0.618315947,1.425546032,-0.759859522,0.549334818,0.976474442,0.853343024,0.740296017,0.316283455
ARH1_2016,20160902,0.595887894,0.764805723,0.957333884,-1.292630755,0.730457337,1.247711046,1.089045239,1.137505618,0.937923524,1.083870224,-0.433761125
ARH1_2016,20160614,1.975101552,1.497592452,0.810496781,0.596486152,0.116775427,-0.070674458,1.116874057,1.433034424,1.39056862,1.268118569,0.321030573
ARH1_2016,20160724,1.926637237,1.479439978,0.91695368,-0.646972577,-0.81627156,0.068438824,1.471059021,1.607789848,1.542999412,1.57697932,0.469773591
ARH1_2016,20160615,2.16088143,1.580711677,0.865560694,0.234615313,-0.064824322,0.932472692,1.325168548,1.606874898,1.520692467,1.439905672,0.142222477
ARH1_2016,20161112,-0.746977527,-0.520198385,1.320755713,-1.942486971,0.598954071,0.003349124,0.137805621,-0.089442151,-0.262933692,-0.018059487,-0.433761125
ARH1_2016,20160824,2.001353057,1.527209647,1.126196552,0.014638144,-0.521954725,1.197936569,1.31757887,1.520869611,1.49652661,1.444356115,-0.433761125
ARH1_2016,20160618,1.482381007,1.281673546,1.016068725,-0.526069095,0.116775427,1.513174923,1.269510911,1.39460653,1.333871801,1.358907608,-0.421102145
ARH1_2016,20160214,-0.71062929,-0.55268176,1.107841914,0.297585877,0.37978196,-0.861961013,-0.489607744,-0.943090374,-0.596608413,-0.627770192,0.004556066
ARH1_2016,20160620,1.482381007,1.29122748,1.217969741,-0.756961161,-0.302782614,1.27196015,1.36564683,1.444013823,1.374767867,1.431004786,-0.422684517
ARH1_2016,20160621,1.605561143,1.34472951,1.071132638,-0.809016827,-0.402975579,1.393205671,1.453349773,1.433034424,1.437041423,1.498651521,-0.433761125
ARH1_2016,20161008,-0.797461189,-0.634845592,1.206956959,-3.574683978,1.268994524,0.799740754,0.752569523,0.586705799,-0.001756542,0.587200774,-0.433761125
ARH1_2016,20161009,-0.674281053,-0.400774211,1.306072003,-3.033976739,0.423616382,0.712954486,0.93472179,0.307646091,0.119072745,0.602332281,-0.433761125
ARH1_2016,20160317,-0.304740644,0.038706748,1.00872687,-0.342195049,0.123037487,-0.297850275,0.252494086,0.03956578,0.073529398,0.105662831,-0.30558895
ARH1_2016,20160318,0.103167349,0.395068482,0.876573477,0.838293116,0.417354322,0.130975987,0.11756648,0.286602244,0.276150817,0.161738414,-0.115704246
ARH1_2016,20160206,-1.055937541,-1.041843175,1.427212613,-1.78044272,-0.903940404,-0.013242369,-0.602609613,-0.608218724,-0.831760794,-0.62242966,-0.433761125
ARH1_2016,20160305,-0.403688622,-0.068297312,1.217969741,-0.07519986,-0.152493167,0.737203591,0.216232292,-0.287071321,-0.072395201,-0.075025159,-0.433761125
ARH1_2016,20160415,0.373759779,0.626273682,1.016068725,0.932329157,0.943367388,-0.445897437,0.085521174,0.688265234,0.491784621,0.358447999,1.406538129
ARH1_2016,20160616,2.172997509,1.583577857,0.869231622,0.019675789,-0.283996433,1.68419492,1.429737442,1.558382556,1.553223429,1.49954161,-0.406860792
ARH1_2016,20160617,2.209345746,1.596953365,0.850876984,0.030590687,-0.064824322,1.095835078,1.354683962,1.633408445,1.559729621,1.498651521,0.610604746
ARH1_2016,20160420,0.830132088,0.904293158,0.972017594,1.248021582,-0.20885171,-0.376978931,0.355376385,0.627878543,0.730654825,0.55782785,1.493568619
ARH1_2016,20160619,1.605561143,1.346640297,1.192273248,-0.395090322,0.216968392,1.284722837,1.272040804,1.437609173,1.371050043,1.371368849,-0.327742165
ARH1_2016,20160703,1.322852634,1.194732748,0.90226997,-1.811508198,0.423616382,1.213251793,1.619479387,1.540998508,1.440759247,1.647296321,-0.400531302
ARH1_2016,20160704,1.890289,1.45459975,0.865560694,-0.625982389,0.98093975,0.774215381,1.610203114,1.721243632,1.529987028,1.576089231,1.373308306
ARH1_2016,20160705,2.013469136,1.515744927,0.920624608,-0.053370064,0.436140502,0.370914491,1.244211985,1.72947818,1.489090961,1.439905672,0.512497649
ARH1_2016,20160423,0.385875858,0.632961435,1.049107073,-0.137330816,-0.521954725,1.494030893,0.651373819,0.491551013,0.632132484,0.620134053,-0.433761125
ARH1_2016,20160611,1.334968713,1.196643535,1.049107073,-1.00380577,-0.659720052,1.505517311,1.37239321,1.335134789,1.312494312,1.398071507,-0.42426689
ARH1_2016,20160612,1.926637237,1.487083125,1.045436145,0.240492566,-0.847581861,0.716783292,1.148919364,1.454993221,1.42124067,1.336655392,-0.115704246
ARH1_2016,20160613,1.827689258,1.441224242,0.927966463,0.019675789,-0.521954725,1.598684922,1.251801663,1.474207168,1.411016653,1.360687785,0.042533007
ARH1_2016,20160710,1.779224942,1.419250194,0.979359449,0.381546628,-0.991609249,0.697639263,0.937251683,1.432119474,1.333871801,1.233405113,1.297354425
ARH1_2016,20161109,-0.42792078,-0.177212158,1.291388293,-1.339648776,0.436140502,-0.036215204,0.269360036,0.141125215,0.0354217,0.232945504,-0.433761125
ARH1_2016,20160821,1.44603277,1.259699499,0.953662956,0.061656165,-0.252686132,0.425794043,1.029171114,1.377222482,1.221407619,1.167538555,-0.245458794
ARH1_2016,20160823,1.926637237,1.492815485,1.166576755,0.35048115,-0.565789147,0.761452695,1.223972844,1.487016466,1.417522846,1.32508424,-0.330906911
ARH1_2016,20160212,-0.78534511,-0.560324907,1.309742931,0.308500774,0.223230452,0.222867329,-0.409494478,-0.735396755,-0.601255694,-0.631330546,-0.433761125
ARH1_2016,20161223,-0.35320496,-0.075940459,1.214298814,1.08010008,0.292113115,-0.990864146,-0.252641137,-0.576195479,-0.212743065,-0.336711213,-0.183746265
ARH1_2016,20161114,-0.773229031,-0.578477382,1.071132638,-2.51006165,-0.590837389,-0.08726595,0.352003195,-0.088527201,-0.229473274,0.100322299,-0.433761125
ARH1_2016,20161115,-0.341088881,-0.013839889,0.957333884,-1.549550654,-0.352879097,-0.094923562,0.557767793,0.350648734,0.200864877,0.397611898,-0.251788284
ARH1_2016,20160827,1.643928727,1.351417264,1.001385015,-0.557134573,-0.678506233,0.968208214,1.413714789,1.476037068,1.423099582,1.466608331,-0.395784184
ARH1_2016,20161117,-0.42792078,-0.110334621,0.961004811,-2.410148356,0.705409096,-0.092371024,0.874847665,0.426589573,0.258491152,0.598771926,-0.433761125
ARH1_2016,20160424,0.545404232,0.729456168,0.920624608,-0.117180235,-0.133706986,1.491478356,0.748353035,0.551022755,0.726007545,0.710033004,-0.433761125
ARH1_2016,20160425,0.941196145,0.980724629,0.825180491,0.324453317,0.373519899,0.84058135,0.771965366,0.85204126,0.912828211,0.835535499,-0.433761125
ARH1_2016,20160426,1.347084792,1.201420502,0.737078229,0.623353592,0.097989246,0.397716133,0.844488954,1.068884378,1.093142684,0.973499235,-0.29292997
ARH1_2016,20160723,1.926637237,1.479439978,0.91695368,-0.945872852,-0.903940404,0.515132848,1.589963974,1.780715373,1.589472215,1.665988182,2.074299338
ARH1_2016,20160108,-0.058380371,0.262268801,0.825180491,1.295039603,0.260802814,-1.404375185,0.009624396,0.062439527,0.093047975,-0.066124273,-0.394201812
ARH1_2016,20160725,1.704509122,1.377212885,0.935308318,-1.181802563,-0.766175077,1.453190297,1.660800966,1.658112091,1.539281588,1.665098093,-0.351477753
ARH1_2016,20160726,1.52074859,1.286450513,0.909611825,-1.507570278,-0.659720052,1.464676715,1.665860752,1.649877542,1.503962258,1.682009777,-0.270776754
ARH1_2016,20160727,2.074049531,1.543451335,0.876573477,0.439479546,-0.590837389,-0.065569383,1.137956496,1.59315065,1.450053807,1.339325658,3.678825085
ARH1_2016,20160728,2.08616561,1.553005269,0.891257187,0.912178577,-0.102396684,0.093964197,0.958334121,1.548318107,1.404510461,1.243196087,1.335331366
ARH1_2016,20160729,1.938753315,1.490904699,0.91695368,0.040665977,-0.252686132,0.741032397,1.295653135,1.507145363,1.457489456,1.40252195,0.998286016
ARH1_2016,20160730,1.926637237,1.483261552,0.938979246,0.092721643,-0.672244173,1.337049851,1.196144026,1.495251015,1.438900335,1.374039114,0.618516609
ARH1_2016,20160731,1.827689258,1.445045816,0.990372232,0.024713435,-0.903940404,0.36325688,1.169158505,1.484271617,1.406369373,1.346446367,0.21342924
ARH1_2016,20160622,1.851921416,1.45173357,0.990372232,-0.725056075,0.129299547,1.483820744,1.501417733,1.577596503,1.529057572,1.576089231,-0.433761125
ARH1_2016,20161118,0.226347485,0.482964673,1.063790783,-0.127255525,1.375449549,-0.77134594,0.800637482,0.080738524,0.484348972,0.479500051,1.863843791
ARH1_2016,20161119,-1.007473225,-0.95585777,1.515314875,-1.948364223,0.39230608,-0.0119661,-0.329381212,-0.356607511,-0.693271842,-0.436401139,-0.433761125
ARH1_2016,20160722,1.692393043,1.368614345,0.979359449,-1.811508198,-1.01039543,1.458295371,1.880058325,1.909723304,1.646169034,1.877829273,-0.383125204
ARH1_2016,20160304,-0.476385096,-0.144728783,1.188602321,0.376508983,-0.534478846,0.271365538,-0.197826797,-0.303540419,-0.207166329,-0.261943769,-0.433761125
ARH1_2016,20160627,1.827689258,1.438358062,1.02341058,-0.37913778,-0.478120303,0.51258031,1.335288119,1.600470249,1.463066192,1.463047976,0.56946306
ARH1_2016,20160628,1.383433029,1.217662189,1.001385015,-0.82496937,0.135561607,1.539976564,1.513223898,1.469632419,1.344095818,1.440795761,-0.221723206
ARH1_2016,20160416,0.4484756,0.677864925,1.155563973,0.64434378,0.667836734,-0.11534386,0.383205203,0.585790849,0.573576753,0.467928899,-0.421102145
ARH1_2016,20160417,0.472707758,0.701749759,1.258349945,0.108674186,0.630264372,1.305143135,0.631977976,0.726693129,0.66373399,0.618353876,-0.433761125
ARH1_2016,20160418,0.422224095,0.66257863,1.251008089,0.134702019,0.022844522,0.705296875,0.526565784,0.659901788,0.622837923,0.574739534,-0.432178753
ARH1_2016,20160419,0.299043959,0.575637832,1.170247683,0.586410861,-0.365403217,-0.913011759,0.119253076,0.639772891,0.479701692,0.382480392,0.390654964
ARH1_2016,20160812,2.185113588,1.587399431,0.770116578,0.003723247,-0.390451459,0.291785836,1.291436647,1.704774534,1.553223429,1.496871344,-0.229635068
ARH1_2016,20161212,-0.415804701,-0.105557654,1.060119856,0.423527004,0.329685477,-1.197619665,-0.382508957,-0.074802953,-0.167199718,-0.22277987,0.271977024
ARH1_2016,20160814,1.593445064,1.333264789,0.935308318,0.260643146,0.78681588,-0.19064371,1.021581436,1.444013823,1.266950966,1.184450238,0.689723373
ARH1_2016,20160706,1.839805337,1.446001209,0.91695368,-0.56804947,0.805602061,1.143057018,1.379982888,1.559297505,1.497456066,1.520903737,-0.29292997
ARH1_2016,20160707,1.851921416,1.445045816,0.909611825,-0.919845019,0.761767639,1.574435817,1.555388775,1.691965236,1.556941253,1.636615257,-0.433761125
ARH1_2016,20160708,1.815573179,1.424982555,0.949992029,-1.166689628,0.160609849,1.518279997,1.616106197,1.783460222,1.58110711,1.699811549,-0.387872322
ARH1_2016,20160709,1.779224942,1.416384014,0.990372232,-0.584002013,-0.841319801,0.617234339,1.340347904,1.626088846,1.466784016,1.490640724,0.749853529
ARH1_2016,20160819,1.902405079,1.472752224,0.927966463,0.413451714,-0.20885171,0.120765838,1.124463735,1.475122118,1.39056862,1.289480696,-0.003355796
ARH1_2016,20160820,2.08616561,1.547272909,0.817838636,0.9482817,-0.01472784,-0.197025053,1.001342295,1.548318107,1.394286444,1.229844758,0.94448535
ARH1_2016,20160930,0.016335449,0.338700272,1.082145421,-1.360638963,-0.340354976,0.041637183,0.781241639,0.681860585,0.529892319,0.69935194,-0.433761125
ARH1_2016,20161221,-0.797461189,-0.60904997,1.254679017,0.287510586,-0.321568795,-0.906630416,-0.475271685,-0.755525652,-0.644940128,-0.668714269,-0.433761125
ARH1_2016,20161222,-0.761112952,-0.523064565,1.375819627,0.5125254,0.329685477,-0.371873856,-0.549481868,-0.539597484,-0.588243309,-0.638451255,-0.433761125
ARH1_2016,20160211,-0.761112952,-0.522109172,1.148222117,0.544430486,0.123037487,0.180750464,-0.491294339,-0.559726381,-0.601255694,-0.664263825,-0.433761125
ARH1_2016,20161224,0.521172074,0.723723807,1.137209335,1.667825339,-0.503168544,-1.666010256,0.062752141,0.531808807,0.51316211,0.308603036,3.193036718
ARH1_2016,20160826,2.148765351,1.583577857,1.027081508,0.266520399,-0.885154223,-0.045149085,1.258548043,1.678240988,1.519763011,1.434565141,0.379578356
ARH1_2016,20161006,0.040567607,0.358763533,1.00872687,-2.714086276,-0.277734373,0.683600308,1.325168548,1.083523576,0.78363382,1.166648466,-0.433761125
