"Env","Hybrid","Pollen_DAP_days","Silk_DAP_days","ASI","Plant_Height_cm","Ear_Height_cm","EHC","Yield_Mg_ha","Grain_Moisture","Twt_kg_m3"
"IAH3_2021","W10004_0018/PHK76",NA,NA,NA,270,132,0.488888889,6.82,15.8,723.4
"IAH3_2021","W10004_0026/PHK76",NA,NA,NA,280,145,0.517857143,12.08,15.6,751.72
"IAH3_2021","W10004_0026/PHZ51",NA,NA,NA,294,144,0.489795918,5.22,15.8,742.71
"IAH3_2021","W10004_0027/PHK76",NA,NA,NA,255,116,0.454901961,10.85,15.2,731.12
"IAH3_2021","W10004_0031/PHK76",NA,NA,NA,285,146,0.512280702,9.51,15.9,774.89
"IAH3_2021","W10004_0031/PHZ51",NA,NA,NA,300,141,0.47,9.54,16.6,751.72
"IAH3_2021","W10004_0032/PHK76",NA,NA,NA,266,126,0.473684211,12.37,15.9,750.43
"IAH3_2021","W10004_0032/PHZ51",NA,NA,NA,283.5,137.5,0.485008818,9.46,16.15,748.5
"IAH3_2021","W10004_0034/PHK76",NA,NA,NA,274,140,0.510948905,11.99,15.6,753
"IAH3_2021","W10004_0034/PHZ51",NA,NA,NA,287,140,0.487804878,8.42,15.7,720.82
"IAH3_2021","W10004_0035/PHK76",NA,NA,NA,280,150,0.535714286,12.13,15.5,724.69
"IAH3_2021","W10004_0037/PHK76",NA,NA,NA,276,149,0.539855072,10.28,15.7,777.46
"IAH3_2021","W10004_0037/PHZ51",NA,NA,NA,305.5,155.5,0.509001637,8.62,15.4,792.26
"IAH3_2021","W10004_0038/PHK76",NA,NA,NA,255,158,0.619607843,10.1,15.2,753
"IAH3_2021","W10004_0038/PHZ51",NA,NA,NA,310,170,0.548387097,10.33,15.1,729.83
"IAH3_2021","W10004_0039/PHK76",NA,NA,NA,266,144,0.541353383,8.66,15.85,756.22
"IAH3_2021","W10004_0039/PHZ51",NA,NA,NA,304,155,0.509868421,6.41,16.3,742.71
"IAH3_2021","W10004_0041/PHK76",NA,NA,NA,265,145,0.547169811,13.5,16.1,742.71
"IAH3_2021","W10004_0041/PHZ51",NA,NA,NA,293,156.5,0.534129693,10.05,15.05,705.38
"IAH3_2021","W10004_0042/PHK76",NA,NA,NA,251,122,0.486055777,9.14,15.7,736.27
"IAH3_2021","W10004_0042/PHZ51",NA,NA,NA,264.5,138,0.522727273,6.18,16.2,736.27
"IAH3_2021","W10004_0045/PHK76",NA,NA,NA,290,168,0.579310345,13.45,15.9,734.98
"IAH3_2021","W10004_0046/PHK76",NA,NA,NA,281,148,0.526690391,7.97,15.5,714.39
"IAH3_2021","W10004_0046/PHZ51",NA,NA,NA,294.5,143,0.485568761,8.14,14.9,729.83
"IAH3_2021","W10004_0047/PHK76",NA,NA,NA,264,129.5,0.490530303,9.05,16.1,752.36
"IAH3_2021","W10004_0047/PHZ51",NA,NA,NA,271,112,0.413284133,9.96,15.9,733.7
"IAH3_2021","W10004_0053/PHK76",NA,NA,NA,282,127,0.45035461,11.04,16.5,756.86
"IAH3_2021","W10004_0053/PHZ51",NA,NA,NA,304,144.5,0.475328947,10.91,16.1,754.93
"IAH3_2021","W10004_0055/PHK76",NA,NA,NA,264,128,0.484848485,10.85,15.6,729.83
"IAH3_2021","W10004_0055/PHZ51",NA,NA,NA,312,150,0.480769231,9.49,15.8,751.72
"IAH3_2021","W10004_0061/PHK76",NA,NA,NA,266,145,0.545112782,11.94,16.4,749.14
"IAH3_2021","W10004_0061/PHZ51",NA,NA,NA,296,150,0.506756757,8.59,16.1,740.13
"IAH3_2021","W10004_0062/PHK76",NA,NA,NA,259,108,0.416988417,9.98,15.2,740.13
"IAH3_2021","W10004_0062/PHZ51",NA,NA,NA,279,118,0.422939068,11.87,15.3,746.57
"IAH3_2021","W10004_0063/PHK76",NA,NA,NA,283.5839,100,0.462962963,9.43,15.8,719.54
"IAH3_2021","W10004_0063/PHZ51",NA,NA,NA,308,138.5,0.449675325,11.13,15.25,729.19
"IAH3_2021","W10004_0064/PHK76",NA,NA,NA,287,143,0.49825784,7.35,16.2,740.13
"IAH3_2021","W10004_0065/PHK76",NA,NA,NA,256,137,0.53515625,12.2,15.1,759.44
"IAH3_2021","W10004_0065/PHZ51",NA,NA,NA,270,128,0.474074074,10.09,15.6,737.56
"IAH3_2021","W10004_0068/PHK76",NA,NA,NA,275,147,0.534545455,13.37,16.7,746.57
"IAH3_2021","W10004_0068/PHZ51",NA,NA,NA,315,140,0.444444444,11.13,15.7,749.14
"IAH3_2021","W10004_0069/PHK76",NA,NA,NA,281,138,0.491103203,12.01,15.4,742.71
"IAH3_2021","W10004_0069/PHZ51",NA,NA,NA,291,113,0.388316151,8.51,15.9,724.69
"IAH3_2021","W10004_0070/PHK76",NA,NA,NA,232,117,0.504310345,11.75,16.2,769.74
"IAH3_2021","W10004_0070/PHZ51",NA,NA,NA,270,133,0.492592593,12.42,15.3,756.86
"IAH3_2021","W10004_0071/PHK76",NA,NA,NA,266,120,0.45112782,8.21,15.7,724.69
"IAH3_2021","W10004_0071/PHZ51",NA,NA,NA,304,130,0.427631579,9.46,15.1,741.42
"IAH3_2021","W10004_0072/PHK76",NA,NA,NA,306,173,0.565359477,8.19,15.9,741.42
"IAH3_2021","W10004_0072/PHZ51",NA,NA,NA,322,157,0.48757764,10.56,15.9,760.73
"IAH3_2021","W10004_0073/PHK76",NA,NA,NA,276,138,0.5,14.13,15.4,737.56
"IAH3_2021","W10004_0073/PHZ51",NA,NA,NA,310,153.5,0.49516129,9.73,15.2,736.27
"IAH3_2021","W10004_0076/PHK76",NA,NA,NA,270,132,0.488888889,11.12,15.4,762.01
"IAH3_2021","W10004_0076/PHZ51",NA,NA,NA,247.5,153.5,0.62020202,9.35,15.5,774.89
"IAH3_2021","W10004_0078/PHK76",NA,NA,NA,291,146,0.501718213,10.24,15.9,753
"IAH3_2021","W10004_0078/PHZ51",NA,NA,NA,318.5,159,0.499215071,11.24,15.75,745.92
"IAH3_2021","W10004_0079/PHZ51",NA,NA,NA,302,157,0.51986755,10.69,15.3,750.43
"IAH3_2021","W10004_0080/PHK76",NA,NA,NA,288,143,0.496527778,12.95,15.7,751.72
"IAH3_2021","W10004_0080/PHZ51",NA,NA,NA,306,152,0.496732026,12.14,15.6,754.29
"IAH3_2021","W10004_0086/PHK76",NA,NA,NA,257,123,0.478599222,11.56,15.6,760.08
"IAH3_2021","W10004_0086/PHZ51",NA,NA,NA,282,128,0.453900709,8.15,16,754.29
"IAH3_2021","W10004_0087/PHK76",NA,NA,NA,280,156,0.557142857,8.43,15.6,742.71
"IAH3_2021","W10004_0087/PHZ51",NA,NA,NA,287,130,0.452961672,9.85,15,759.44
"IAH3_2021","W10004_0092/PHZ51",NA,NA,NA,323.5,166,0.513137558,11.23,16,730.48
"IAH3_2021","W10004_0093/PHZ51",NA,NA,NA,303,151,0.498349835,8.95,15.2,742.71
"IAH3_2021","W10004_0095/PHK76",NA,NA,NA,286,150.5,0.526223776,8.17,15.55,742.71
"IAH3_2021","W10004_0095/PHZ51",NA,NA,NA,316,182,0.575949367,10.4524,15.7595,739.72782
"IAH3_2021","W10004_0097/PHK76",NA,NA,NA,247,131,0.530364372,10.23,15.5,706.66
"IAH3_2021","W10004_0097/PHZ51",NA,NA,NA,294,148,0.503401361,7.65,16.5,734.98
"IAH3_2021","W10004_0098/PHK76",NA,NA,NA,296,144,0.486486486,9.49,15.3,741.42
"IAH3_2021","W10004_0098/PHZ51",NA,NA,NA,287,143,0.49825784,6.16,15.3,738.84
"IAH3_2021","W10004_0099/PHK76",NA,NA,NA,263,134,0.509505703,13.96,15.7,772.31
"IAH3_2021","W10004_0099/PHZ51",NA,NA,NA,297,150,0.505050505,8.82,15.4,742.71
"IAH3_2021","W10004_0101/PHZ51",NA,NA,NA,289,140,0.484429066,11.17,15.2,734.98
"IAH3_2021","W10004_0103/PHK76",NA,NA,NA,293,158,0.539249147,13.1,16.8,764.59
"IAH3_2021","W10004_0103/PHZ51",NA,NA,NA,312,160,0.512820513,13.7,15.9,764.59
"IAH3_2021","W10004_0106/PHK76",NA,NA,NA,275,130,0.472727273,9.48,15.2,711.17
"IAH3_2021","W10004_0106/PHZ51",NA,NA,NA,312,147,0.471153846,6.79,15.1,684.78
"IAH3_2021","W10004_0110/PHK76",NA,NA,NA,279,137,0.491039427,10.51,16.3,765.88
"IAH3_2021","W10004_0110/PHZ51",NA,NA,NA,318,144,0.452830189,9.99,15.5,719.54
"IAH3_2021","W10004_0112/PHK76",NA,NA,NA,275,121,0.44,7.94,16,759.44
"IAH3_2021","W10004_0112/PHZ51",NA,NA,NA,295,135,0.457627119,7.92,15.4,765.88
"IAH3_2021","W10004_0115/PHK76",NA,NA,NA,301,149,0.495016611,11.61,15.3,738.84
"IAH3_2021","W10004_0115/PHZ51",NA,NA,NA,317,140,0.441640379,8.53,15,723.4
"IAH3_2021","W10004_0116/PHK76",NA,NA,NA,255,130,0.509803922,7.92,15.8,771.02
"IAH3_2021","W10004_0118/PHK76",NA,NA,NA,277,130,0.469314079,12.07,16,767.16
"IAH3_2021","W10004_0118/PHZ51",NA,NA,NA,327,160,0.489296636,8.73,15.7,772.31
"IAH3_2021","W10004_0119/PHK76",NA,NA,NA,265,134,0.505660377,8.68,15.5,758.15
"IAH3_2021","W10004_0119/PHZ51",NA,NA,NA,296,143,0.483108108,11.02,15.6,767.16
"IAH3_2021","W10004_0121/PHK76",NA,NA,NA,271,147,0.542435424,9.62,15.7,773.6
"IAH3_2021","W10004_0121/PHZ51",NA,NA,NA,292,147,0.503424658,11.14,15.7,759.44
"IAH3_2021","W10004_0122/PHK76",NA,NA,NA,250,127,0.508,10.08,15.1,742.71
"IAH3_2021","W10004_0122/PHZ51",NA,NA,NA,322,142,0.440993789,11.15,16,727.26
"IAH3_2021","W10004_0127/PHK76",NA,NA,NA,278,136,0.489208633,12.97,15.4,764.59
"IAH3_2021","W10004_0127/PHZ51",NA,NA,NA,286,133,0.465034965,8.73,15.3,759.44
"IAH3_2021","W10004_0129/PHZ51",NA,NA,NA,290,150,0.517241379,9.75,15.8,760.73
"IAH3_2021","W10004_0132/PHK76",NA,NA,NA,262,130,0.496183206,8.09,15.7,764.59
"IAH3_2021","W10004_0132/PHZ51",NA,NA,NA,295,146.5,0.496610169,9.77,15.5,756.86
"IAH3_2021","W10004_0133/PHK76",NA,NA,NA,261,128,0.490421456,11.97,16.1,762.01
"IAH3_2021","W10004_0133/PHZ51",NA,NA,NA,298,156,0.523489933,10.19,15.4,754.29
"IAH3_2021","W10004_0134/PHK76",NA,NA,NA,273,128,0.468864469,9.7,14.9,746.57
"IAH3_2021","W10004_0134/PHZ51",NA,NA,NA,268,122.5,0.457089552,9.58,15.25,749.14
"IAH3_2021","W10004_0138/PHK76",NA,NA,NA,275,135,0.490909091,9.96,16,755.58
"IAH3_2021","W10004_0138/PHZ51",NA,NA,NA,325,169,0.52,8.67,15.5,749.14
"IAH3_2021","W10004_0140/PHZ51",NA,NA,NA,320,162,0.50625,4.84,15.8,718.25
"IAH3_2021","W10004_0144/PHK76",NA,NA,NA,289,143,0.494809689,9.17,15.3,772.31
"IAH3_2021","W10004_0144/PHZ51",NA,NA,NA,291,147,0.505154639,10.88,17,732.41
"IAH3_2021","W10004_0146/PHK76",NA,NA,NA,293,163,0.556313993,10.58,15.8,751.72
"IAH3_2021","W10004_0146/PHZ51",NA,NA,NA,304,142,0.467105263,11.53,15.6,768.45
"IAH3_2021","W10004_0147/PHK76",NA,NA,NA,262,146,0.557251908,8.87,15.6,756.86
"IAH3_2021","W10004_0147/PHZ51",NA,NA,NA,312,144,0.461538462,5.04,15.3,764.59
"IAH3_2021","W10004_0148/PHK76",NA,NA,NA,286,156,0.545454545,10.07,16,751.72
"IAH3_2021","W10004_0148/PHZ51",NA,NA,NA,314,162.5,0.517515924,8.86,16.15,728.55
"IAH3_2021","W10004_0149/PHK76",NA,NA,NA,290,139,0.479310345,10.59,15.9,741.42
"IAH3_2021","W10004_0149/PHZ51",NA,NA,NA,303,147,0.485148515,10.54,16.3,751.72
"IAH3_2021","W10004_0150/PHK76",NA,NA,NA,261,131,0.501915709,12.92,16.2,774.89
"IAH3_2021","W10004_0152/PHK76",NA,NA,NA,280,142,0.507142857,8.64,15.4,760.73
"IAH3_2021","W10004_0152/PHZ51",NA,NA,NA,312,143,0.458333333,10.32,15.6,750.43
"IAH3_2021","W10004_0153/PHK76",NA,NA,NA,277.5,149,0.536936937,9.92,15.85,736.27
"IAH3_2021","W10004_0153/PHZ51",NA,NA,NA,322,155,0.48136646,8.42,15.5,740.13
"IAH3_2021","W10004_0154/PHK76",NA,NA,NA,246,122,0.495934959,8.72,15.6,754.29
"IAH3_2021","W10004_0154/PHZ51",NA,NA,NA,279,118,0.422939068,5.43,15.7,762.01
"IAH3_2021","W10004_0160/PHK76",NA,NA,NA,269.5,130,0.482374768,6.55,15.9,746.57
"IAH3_2021","W10004_0160/PHZ51",NA,NA,NA,302.5,144,0.476033058,10.25,16.2,728.55
"IAH3_2021","W10004_0161/PHZ51",NA,NA,NA,289,132,0.456747405,11.63,15.3,732.41
"IAH3_2021","W10004_0166/PHK76",NA,NA,NA,271,141,0.520295203,12.77,15.4,780.03
"IAH3_2021","W10004_0166/PHZ51",NA,NA,NA,306,161,0.526143791,10.06,15.4,729.83
"IAH3_2021","W10004_0167/PHZ51",NA,NA,NA,308,164,0.532467532,9.42,15.6,753
"IAH3_2021","W10004_0168/PHK76",NA,NA,NA,270,139,0.514814815,9.37,16.6,743.35
"IAH3_2021","W10004_0168/PHZ51",NA,NA,NA,299,166,0.555183946,7.98,16.1,760.73
"IAH3_2021","W10004_0169/PHZ51",NA,NA,NA,287,123,0.428571429,10.64,15,727.26
"IAH3_2021","W10004_0171/PHK76",NA,NA,NA,283,144,0.508833922,11.63,15.95,759.44
"IAH3_2021","W10004_0178/PHK76",NA,NA,NA,249,135,0.542168675,11.92,16.4,749.14
"IAH3_2021","W10004_0178/PHZ51",NA,NA,NA,288,119,0.413194444,8.9,15.7,732.41
"IAH3_2021","W10004_0179/PHK76",NA,NA,NA,264,138,0.522727273,8.06,15.8,762.01
"IAH3_2021","W10004_0179/PHZ51",NA,NA,NA,282.5,151,0.534513274,9.31,15.15,754.93
"IAH3_2021","W10004_0185/PHZ51",NA,NA,NA,291,142,0.487972509,8.11,15.4,740.13
"IAH3_2021","W10004_0189/PHZ51",NA,NA,NA,282,137,0.485815603,9.82,16.2,746.57
"IAH3_2021","W10004_0190/PHK76",NA,NA,NA,295,128,0.433898305,10.78,16.1,765.88
"IAH3_2021","W10004_0190/PHZ51",NA,NA,NA,321.5,141.5,0.440124417,11.18,15.25,759.44
"IAH3_2021","W10004_0192/PHK76",NA,NA,NA,283,139,0.491166078,13.07,16.3,756.86
"IAH3_2021","W10004_0192/PHZ51",NA,NA,NA,293,138,0.470989761,12.14,15.4,755.58
"IAH3_2021","W10004_0194/PHK76",NA,NA,NA,248,110,0.443548387,12.9,15.9,755.58
"IAH3_2021","W10004_0194/PHZ51",NA,NA,NA,291,120,0.412371134,9.28,15.5,742.71
"IAH3_2021","W10004_0196/PHK76",NA,NA,NA,291,139,0.47766323,11.76,16.7,760.73
"IAH3_2021","W10004_0196/PHZ51",NA,NA,NA,297,132,0.444444444,11.09,16.1,747.85
"IAH3_2021","W10004_0197/PHZ51",NA,NA,NA,326,165,0.506134969,11.36,15.7,740.13
"IAH3_2021","W10004_0199/PHK76",NA,NA,NA,273,130,0.476190476,10.44,15.7,762.01
"IAH3_2021","W10004_0199/PHZ51",NA,NA,NA,304,133,0.4375,10.01,15.35,745.92
"IAH3_2021","W10004_0200/PHK76",NA,NA,NA,283,145.5,0.514134276,11.15,15.8,757.51
"IAH3_2021","W10004_0200/PHZ51",NA,NA,NA,316,168,0.53164557,8.53,15.8,738.84
"IAH3_2021","W10004_0203/PHK76",NA,NA,NA,276,151.5,0.548913043,10.79,15.85,766.52
"IAH3_2021","W10004_0203/PHZ51",NA,NA,NA,310,150,0.483870968,10.69,15,749.14
"IAH3_2021","W10004_0204/PHK76",NA,NA,NA,272,125,0.459558824,9.91,16.7,765.88
"IAH3_2021","W10004_0204/PHZ51",NA,NA,NA,299,148,0.494983278,5.28,16.2,755.58
"IAH3_2021","W10004_0206/PHZ51",NA,NA,NA,274,110,0.401459854,10.06,15.1,774.89
"IAH3_2021","W10004_0212/PHK76",NA,NA,NA,277,128.5,0.463898917,10.8,15.7,754.29
"IAH3_2021","W10004_0212/PHZ51",NA,NA,NA,324,164,0.50617284,10.19,15.5,740.13
"IAH3_2021","W10004_0213/PHK76",NA,NA,NA,261,129,0.494252874,12.55,16.4,759.44
"IAH3_2021","W10004_0213/PHZ51",NA,NA,NA,305.5,149.5,0.489361702,7.06,16.15,710.53
"IAH3_2021","W10004_0217/PHK76",NA,NA,NA,251,127,0.505976096,10.44,15.4,724.69
"IAH3_2021","W10004_0217/PHZ51",NA,NA,NA,279,118,0.422939068,9.37,15,719.54
"IAH3_2021","W10004_0220/PHK76",NA,NA,NA,271.5,127,0.467771639,9.22,16.45,751.72
"IAH3_2021","W10004_0220/PHZ51",NA,NA,NA,283.5839,119,0.650273224,8.38,15.6,773.6
"IAH3_2021","W10004_0221/PHZ51",NA,NA,NA,325,163,0.501538462,8.94,16,759.44
"IAH3_2021","W10004_0223/PHK76",NA,NA,NA,288,143,0.496527778,10.16,15.7,738.84
"IAH3_2021","W10004_0224/PHK76",NA,NA,NA,275,143,0.52,14.07,15.8,765.88
"IAH3_2021","W10004_0224/PHZ51",NA,NA,NA,308,158,0.512987013,8.94,15.4,734.98
"IAH3_2021","W10004_0225/PHK76",NA,NA,NA,245,141,0.575510204,10.84,16.2,776.17
"IAH3_2021","W10004_0225/PHZ51",NA,NA,NA,276.5,140,0.506329114,11.15,15.6,747.21
"IAH3_2021","W10004_0227/PHK76",NA,NA,NA,272,151,0.555147059,8.59,16.1,759.44
"IAH3_2021","W10004_0227/PHZ51",NA,NA,NA,314,163,0.51910828,12.4,16.4,746.57
"IAH3_2021","W10004_0231/PHK76",NA,NA,NA,271,140,0.516605166,13.61,15.7,774.89
"IAH3_2021","W10004_0231/PHZ51",NA,NA,NA,286,142,0.496503497,10.77,15.9,737.56
"IAH3_2021","W10004_0236/PHK76",NA,NA,NA,260,128,0.492307692,11.32,16.1,755.58
"IAH3_2021","W10004_0236/PHZ51",NA,NA,NA,316,141,0.446202532,11.37,15.4,749.14
"IAH3_2021","W10004_0238/PHK76",NA,NA,NA,270,138,0.511111111,12.21,16,771.02
"IAH3_2021","W10004_0241/PHK76",NA,NA,NA,267,141,0.528089888,11.31,15.6,749.14
"IAH3_2021","W10004_0241/PHZ51",NA,NA,NA,292,125,0.428082192,9.46,15.2,734.98
"IAH3_2021","W10004_0242/PHZ51",NA,NA,NA,298,146,0.489932886,8.71,15,758.15
"IAH3_2021","W10004_0253/PHK76",NA,NA,NA,250.5,122,0.487025948,10.32,16.05,771.02
"IAH3_2021","W10004_0253/PHZ51",NA,NA,NA,290,140,0.482758621,11.25,14.8,737.56
"IAH3_2021","W10004_0254/PHK76",NA,NA,NA,273,134.5,0.492673993,10.73,15.75,764.59
"IAH3_2021","W10004_0254/PHZ51",NA,NA,NA,297,150,0.505050505,9.89,14.9,758.15
"IAH3_2021","W10004_0256/PHK76",NA,NA,NA,267,121,0.453183521,7.86,17.3,720.82
"IAH3_2021","W10004_0256/PHZ51",NA,NA,NA,282,142,0.503546099,8.21,15.9,738.84
"IAH3_2021","W10004_0258/PHK76",NA,NA,NA,279,132,0.47311828,10.06,15.7,728.55
"IAH3_2021","W10004_0258/PHZ51",NA,NA,NA,303,143,0.471947195,9.57,15.8,705.38
"IAH3_2021","W10004_0261/PHK76",NA,NA,NA,270,119,0.440740741,13.16,15.4,769.74
"IAH3_2021","W10004_0261/PHZ51",NA,NA,NA,301,144,0.478405316,12.61,15.5,749.14
"IAH3_2021","W10004_0262/PHK76",NA,NA,NA,271,124,0.457564576,7.78,15.5,755.58
"IAH3_2021","W10004_0264/PHK76",NA,NA,NA,255,148,0.580392157,9.33,15.3,736.27
"IAH3_2021","W10004_0264/PHZ51",NA,NA,NA,278,134,0.482014388,8.81,15.5,756.86
"IAH3_2021","W10004_0268/PHK76",NA,NA,NA,278,155.5,0.559352518,10.55,16.55,743.99
"IAH3_2021","W10004_0268/PHZ51",NA,NA,NA,308,169,0.548701299,12.82,15.7595,716.96
"IAH3_2021","W10004_0270/PHK76",NA,NA,NA,255,118,0.462745098,9.29,15.8,760.73
"IAH3_2021","W10004_0270/PHZ51",NA,NA,NA,321,143,0.445482866,9.13,15.7,772.31
"IAH3_2021","W10004_0271/PHK76",NA,NA,NA,284,139,0.48943662,10.98,15.3,776.17
"IAH3_2021","W10004_0271/PHZ51",NA,NA,NA,283.5839,157,0.496758671252,9.1,15.7,772.31
"IAH3_2021","W10004_0276/PHK76",NA,NA,NA,285,118,0.414035088,11.76,16.1,751.72
"IAH3_2021","W10004_0276/PHZ51",NA,NA,NA,307,135,0.439739414,9.06,16.8,760.73
"IAH3_2021","W10004_0290/PHK76",NA,NA,NA,276.5,130,0.470162749,7.87,16.3,772.31
"IAH3_2021","W10004_0290/PHZ51",NA,NA,NA,308,142,0.461038961,11.26,15.4,756.86
"IAH3_2021","W10004_0291/PHK76",NA,NA,NA,279,152,0.544802867,7.78,16,755.58
"IAH3_2021","W10004_0292/PHK76",NA,NA,NA,265,143,0.539622642,8.83,16.5,755.58
"IAH3_2021","W10004_0292/PHZ51",NA,NA,NA,275,147,0.534545455,13.29,15.6,754.29
"IAH3_2021","W10004_0299/PHK76",NA,NA,NA,272,124,0.455882353,11.63,16.5,760.73
"IAH3_2021","W10004_0299/PHZ51",NA,NA,NA,303,150,0.495049505,14.3,15.8,737.56
"IAH3_2021","W10004_0306/PHK76",NA,NA,NA,272,145,0.533088235,10.04,15.8,764.59
"IAH3_2021","W10004_0306/PHZ51",NA,NA,NA,283,147,0.519434629,11.52,15.6,753
"IAH3_2021","W10004_0308/PHK76",NA,NA,NA,276,137,0.496376812,8.15,16.5,777.46
"IAH3_2021","W10004_0308/PHZ51",NA,NA,NA,300,153,0.51,9.04,15.3,771.02
"IAH3_2021","W10004_0309/PHK76",NA,NA,NA,275.5,142.5,0.517241379,9.82,15.85,758.8
"IAH3_2021","W10004_0309/PHZ51",NA,NA,NA,296,147.5,0.498310811,9.52,15.45,742.71
"IAH3_2021","W10004_0310/PHK76",NA,NA,NA,280,132,0.471428571,10.24,16,741.42
"IAH3_2021","W10004_0310/PHZ51",NA,NA,NA,311,140,0.450160772,10.82,15.3,736.27
"IAH3_2021","W10004_0311/PHK76",NA,NA,NA,239,134,0.560669456,11.45,15.7,771.02
"IAH3_2021","W10004_0327/PHK76",NA,NA,NA,290,129,0.444827586,9.76,15.7,751.72
"IAH3_2021","W10004_0327/PHZ51",NA,NA,NA,296,97,0.496758671252,6.35,15.5,751.72
"IAH3_2021","W10004_0329/PHK76",NA,NA,NA,252.5,115.5,0.457425743,8.45,15.4,789.04
"IAH3_2021","W10004_0329/PHZ51",NA,NA,NA,295,147,0.498305085,9.85,15.5,760.73
"IAH3_2021","W10004_0336/PHK76",NA,NA,NA,276,133,0.481884058,12.96,15.4,765.88
"IAH3_2021","W10004_0336/PHZ51",NA,NA,NA,331,174,0.525679758,11.92,15.4,738.84
"IAH3_2021","W10004_0344/PHK76",NA,NA,NA,280,147,0.525,9.25,15.6,762.01
"IAH3_2021","W10004_0344/PHZ51",NA,NA,NA,233,140,0.600858369,11.34,15.8,751.72
"IAH3_2021","W10004_0346/PHK76",NA,NA,NA,280,128,0.457142857,8.66,16.2,751.72
"IAH3_2021","W10004_0346/PHZ51",NA,NA,NA,304,144.5,0.475328947,10.4,15.5,740.78
"IAH3_2021","W10004_0361/PHK76",NA,NA,NA,257,143,0.556420233,11.18,15.7,765.88
"IAH3_2021","W10004_0361/PHZ51",NA,NA,NA,295,154,0.522033898,10.21,16,764.59
"IAH3_2021","W10004_0362/PHK76",NA,NA,NA,254,121,0.476377953,11.12,16.2,755.58
"IAH3_2021","W10004_0362/PHZ51",NA,NA,NA,305,128,0.419672131,7.15,16.2,736.27
"IAH3_2021","W10004_0380/PHK76",NA,NA,NA,269.5,140.5,0.521335807,11.15,16,780.03
"IAH3_2021","W10004_0381/PHK76",NA,NA,NA,281,141,0.501779359,11.7,15.8,773.6
"IAH3_2021","W10004_0381/PHZ51",NA,NA,NA,317,142,0.447949527,10.45,15.5,737.56
"IAH3_2021","W10004_0383/PHK76",NA,NA,NA,273,141,0.516483516,11.72,16.1,754.29
"IAH3_2021","W10004_0383/PHZ51",NA,NA,NA,318,157,0.493710692,5.38,15.7,733.7
"IAH3_2021","W10004_0389/PHK76",NA,NA,NA,251,135,0.537848606,10.13,15.1,733.7
"IAH3_2021","W10004_0389/PHZ51",NA,NA,NA,297,140,0.471380471,8.82,16.3,704.09
"IAH3_2021","W10004_0393/PHK76",NA,NA,NA,260,120,0.461538462,8.49,15.6,755.58
"IAH3_2021","W10004_0393/PHZ51",NA,NA,NA,275,120,0.436363636,6.31,15.6,751.72
"IAH3_2021","W10004_0394/PHK76",NA,NA,NA,241,97,0.402489627,10.16,15.4,754.29
"IAH3_2021","W10004_0394/PHZ51",NA,NA,NA,275,124,0.450909091,10.3,15.1,773.6
"IAH3_2021","W10004_0395/PHK76",NA,NA,NA,258.5,127,0.491295938,11.31,15.8,780.68
"IAH3_2021","W10004_0395/PHZ51",NA,NA,NA,315,172,0.546031746,13.09,15.4,776.17
