"Env","Hybrid","Pollen_DAP_days","Silk_DAP_days","ASI","Plant_Height_cm","Ear_Height_cm","EHC","Yield_Mg_ha","Grain_Moisture","Twt_kg_m3"
"WIH2_2021","W10004_0032/PHK76",62.5,61.5,-1,238.3,113.3,0.475451112,13.56,20.05,740.13
"WIH2_2021","W10004_0032/PHZ51",65,65,0,253.3,131.7,0.519936834,9.95,21.9,732.41
"WIH2_2021","W10004_0034/PHK76",65,66,1,241.7,125,0.517170046,12.58,21,706.66
"WIH2_2021","W10004_0034/PHZ51",67,66,-1,280,133.3,0.476071429,11.47,20.6,716.96
"WIH2_2021","W10004_0035/PHK76",65,64,-1,251.7,111.7,0.44378228,12.66,18.5,734.98
"WIH2_2021","W10004_0037/PHK76",66,66,0,260,138.3,0.531923077,10.8,22.1,715.67
"WIH2_2021","W10004_0037/PHZ51",66,66,0,256.7,128.3,0.49980522,12.26,22.4,750.43
"WIH2_2021","W10004_0038/PHK76",67,67,0,250,138.3,0.5532,12.56,20.9,722.11
"WIH2_2021","W10004_0038/PHZ51",67,68,1,265,138.3,0.521886792,11.63,22.3,701.52
"WIH2_2021","W10004_0039/PHK76",65,64,-1,245,135,0.551020408,10.56,19.1,742.71
"WIH2_2021","W10004_0039/PHZ51",66,66,0,256.7,111.7,0.435138294,11.26,20.6,732.41
"WIH2_2021","W10004_0041/PHK76",66,66,0,256.7,143.3,0.55823919,10.28,20.7,715.67
"WIH2_2021","W10004_0041/PHZ51",65,65,0,255,121.7,0.477254902,10.6,22.7,664.19
"WIH2_2021","W10004_0042/PHK76",64,63,-1,256.7,113.3,0.44137125,12.25,22.2,679.63
"WIH2_2021","W10004_0042/PHZ51",64,64,0,273.3,116.7,0.427003293,12.5,19.6,728.55
"WIH2_2021","W10004_0045/PHK76",67,66,-1,261.7,141.7,0.541459687,11.6,23,697.65
"WIH2_2021","W10004_0046/PHK76",66,66,0,236.7,120,0.506970849,10.34,17,700.23
"WIH2_2021","W10004_0046/PHZ51",67,68,1,261.7,131.7,0.503247994,12.43,19.6,704.09
"WIH2_2021","W10004_0047/PHK76",66,65.5,-0.5,239.2,112.5,0.470317726,13.37,21.3,734.34
"WIH2_2021","W10004_0047/PHZ51",65,65,0,255,118.3,0.463921569,11.71,21.7,724.69
"WIH2_2021","W10004_0053/PHK76",67,66.5,-0.5,245.8,122.5,0.498372661,11.71,22.2,691.86
"WIH2_2021","W10004_0053/PHZ51",70,69,-1,278.3,146.7,0.527128997,12.92,22.3,704.09
"WIH2_2021","W10004_0055/PHK76",64,64,0,245,113.3,0.46244898,12.49,20.5,704.09
"WIH2_2021","W10004_0055/PHZ51",68,69,1,271.7,131.7,0.484725801,9.75,20.2,725.97
"WIH2_2021","W10004_0061/PHK76",65,64,-1,245,128.3,0.523673469,12.7,23.9,696.37
"WIH2_2021","W10004_0061/PHZ51",65,66,1,272.5,129.2,0.47412844,11.76,20.1,725.97
"WIH2_2021","W10004_0062/PHK76",64,64,0,231.7,100,0.431592577,10.03,19.3,718.25
"WIH2_2021","W10004_0062/PHZ51",66,67,1,246.7,111.7,0.452776652,9.76,21.1,692.51
"WIH2_2021","W10004_0063/PHK76",66,65,-1,271.7,133.3,0.490614649,11.34,17.4,707.95
"WIH2_2021","W10004_0063/PHZ51",68,69,1,288.3,131.7,0.456815817,12.8,21.8,706.66
"WIH2_2021","W10004_0064/PHK76",63.5,62,-1.5,241.7,121.7,0.503516756,11.18,20.05,710.53
"WIH2_2021","W10004_0065/PHK76",64,63,-1,218.3,110,0.503893724,10.63,18.6,727.26
"WIH2_2021","W10004_0065/PHZ51",67,66,-1,248.3,115,0.463149416,13.21,21.5,709.24
"WIH2_2021","W10004_0068/PHK76",65,64,-1,238.3,115,0.482584977,11.86,22.1,736.27
"WIH2_2021","W10004_0068/PHZ51",65,66,0.3702,258.3,106.7,0.413085559,10.68,20.3,725.97
"WIH2_2021","W10004_0069/PHK76",64,64,0,250,111.7,0.4468,11.16,17.7,692.51
"WIH2_2021","W10004_0069/PHZ51",67,69,2,265,126.7,0.478113208,13.61,20.8,692.51
"WIH2_2021","W10004_0070/PHK76",63,63,0,218.3,96.7,0.442968392,11.68,21.8,742.71
"WIH2_2021","W10004_0070/PHZ51",65,65,0,248.3,118.3,0.476439791,12.07,20.3,727.26
"WIH2_2021","W10004_0071/PHK76",63,62,-1,243.3,120.8,0.496506371,11.92,22.25,710.53
"WIH2_2021","W10004_0071/PHZ51",64,63,-1,250,118.3,0.4732,10.44,20.4,698.94
"WIH2_2021","W10004_0072/PHK76",66,65,-1,274.2,141.7,0.516776076,11.94,20.05,743.35
"WIH2_2021","W10004_0072/PHZ51",66,66,0,291.7,148.3,0.50839904,11.37,22.4,714.39
"WIH2_2021","W10004_0073/PHK76",64,63,-1,246.7,120,0.486420754,13.95,20.6,729.83
"WIH2_2021","W10004_0073/PHZ51",66,66,0,291.7,150,0.514226945,13.17,21.1,689.93
"WIH2_2021","W10004_0076/PHK76",66,66,0,250,125,0.5,12.71,22.3,738.84
"WIH2_2021","W10004_0076/PHZ51",66,67,1,256.7,111.7,0.435138294,12.03,22,723.4
"WIH2_2021","W10004_0078/PHK76",65,65,0,268.3,133.3,0.496831905,11.54,18.2,718.25
"WIH2_2021","W10004_0078/PHZ51",67.5,69,1.5,290,142.5,0.49137931,12.04,21.55,703.45
"WIH2_2021","W10004_0079/PHZ51",66,66,0,253.3,113.3,0.447295697,10.39,21.5,740.13
"WIH2_2021","W10004_0080/PHK76",67,65,-2,250,135,0.54,14.27,21.8,714.39
"WIH2_2021","W10004_0080/PHZ51",67,66,-1,273.3,141.7,0.518477863,9.38,22.6,661.61
"WIH2_2021","W10004_0086/PHK76",63,64,1,251.7,123.3,0.489868892,10.43,20.9,723.4
"WIH2_2021","W10004_0086/PHZ51",67,67,0,258.3,118.3,0.45799458,12.4,23.1,718.25
"WIH2_2021","W10004_0087/PHK76",64,64,0,238.3,116.7,0.489718842,12.07,22.3,710.53
"WIH2_2021","W10004_0087/PHZ51",65,66,1,255,116.7,0.457647059,12.6,19.3,732.41
"WIH2_2021","W10004_0092/PHZ51",65,65,0,261.7,130,0.496752006,12.94,19.5,750.43
"WIH2_2021","W10004_0093/PHZ51",66,67,1,270,140,0.518518519,11.13,20.5,710.53
"WIH2_2021","W10004_0095/PHK76",66,67,1,255,126.7,0.496862745,9.3,18.9,693.79
"WIH2_2021","W10004_0095/PHZ51",66,67,1,250,103.3,0.4132,6.5,19.6,688.64
"WIH2_2021","W10004_0097/PHK76",64,62,-2,246.7,115,0.466153223,11.34,20.6,732.41
"WIH2_2021","W10004_0097/PHZ51",66,65,-1,250,120,0.48,8.93,19.7,725.97
"WIH2_2021","W10004_0098/PHK76",65,64,-1,266.7,125,0.468691414,10.57,19,737.56
"WIH2_2021","W10004_0098/PHZ51",65,65,0,290,153.3,0.52862069,8.74,20.6,723.4
"WIH2_2021","W10004_0099/PHK76",66,64,-2,255,126.7,0.496862745,10.67,18.7,736.27
"WIH2_2021","W10004_0099/PHZ51",66.5,66,-0.5,276.7,141.7,0.512106975,11.14,19.65,737.56
"WIH2_2021","W10004_0101/PHZ51",64,64.5,0.5,255,114.2,0.447843137,11.02,18,722.75
"WIH2_2021","W10004_0103/PHK76",66,65,-1,271.7,143.3,0.527419948,13.36,22.8,732.41
"WIH2_2021","W10004_0103/PHZ51",67,68,1,288.3,150,0.520291363,12.9,19.4,736.27
"WIH2_2021","W10004_0106/PHK76",64,61.7,-2.3,245.6,120.6,0.491042345,13.14,17.7,713.96
"WIH2_2021","W10004_0106/PHZ51",64,63,-1,255,121.7,0.477254902,11.94,18.4,720.82
"WIH2_2021","W10004_0110/PHK76",66,63,-3,265,135,0.509433962,11.96,22.3,723.4
"WIH2_2021","W10004_0110/PHZ51",65,64,-1,280,133.3,0.476071429,11.39,18.7,737.56
"WIH2_2021","W10004_0112/PHK76",65,65,0,253.3,123.3,0.486774576,7.54,19.3,747.85
"WIH2_2021","W10004_0112/PHZ51",66.5,67,0.5,265.8,108.3,0.40744921,9.69,22.4,704.09
"WIH2_2021","W10004_0115/PHK76",66,64,-2,275,136.7,0.497090909,12.2,19.7,695.08
"WIH2_2021","W10004_0115/PHZ51",67,67,0,266.7,125,0.468691414,13.32,18.6,705.38
"WIH2_2021","W10004_0116/PHK76",64,63,-1,256.7,125,0.486949747,11.56,20.4,713.1
"WIH2_2021","W10004_0118/PHK76",64,62,-2,256.7,135,0.525905727,12.78,23.6,729.83
"WIH2_2021","W10004_0118/PHZ51",65,65,0,275,121.7,0.442545455,9.92,19.4,751.72
"WIH2_2021","W10004_0119/PHK76",63,63,0,231.7,108.3,0.46741476,10.39,19,740.13
"WIH2_2021","W10004_0119/PHZ51",66,66,0,256.7,116.7,0.454616284,9.98,21.3,711.81
"WIH2_2021","W10004_0121/PHK76",65,64,-1,245,115,0.469387755,10.01,19.8,764.59
"WIH2_2021","W10004_0121/PHZ51",66,67,1,271.7,121.7,0.447920501,11,21.2,738.84
"WIH2_2021","W10004_0122/PHK76",65,64,-1,255,120,0.470588235,12.96,22.4,714.39
"WIH2_2021","W10004_0122/PHZ51",66,66,0,278.3,125,0.449155587,11.2,21.4,705.38
"WIH2_2021","W10004_0127/PHK76",64.3,63.7,-0.6,256.1,134.4,0.524795002,11.8,20.33,749.57
"WIH2_2021","W10004_0127/PHZ51",66,66,0,256.7,123.3,0.48032723,11.61,20.4,742.71
"WIH2_2021","W10004_0129/PHZ51",66,64,-2,281.7,138.3,0.490947817,14.09,18.6,743.99
"WIH2_2021","W10004_0132/PHK76",64,66,2,256.7,113.3,0.44137125,9.26,21.8,749.14
"WIH2_2021","W10004_0132/PHZ51",66,67,1,271.7,116.7,0.429517851,9.34,23.3,707.95
"WIH2_2021","W10004_0133/PHK76",64.5,65,0.5,240.8,125.8,0.522425249,10.79,22.55,732.41
"WIH2_2021","W10004_0133/PHZ51",67,70,3,256.7,131.7,0.513050253,10.57,22.4,710.53
"WIH2_2021","W10004_0134/PHK76",65.5,65,-0.5,250,133.3,0.5332,11.61,20.65,714.39
"WIH2_2021","W10004_0134/PHZ51",66,66,0,253.3,120,0.473746546,9.35,19.4,722.11
"WIH2_2021","W10004_0138/PHK76",62.5,62,-0.5,252.5,133.3,0.527920792,11.49,19.65,759.44
"WIH2_2021","W10004_0138/PHZ51",65,66,1,278.3,131.7,0.473230327,9.77,18.3,732.41
"WIH2_2021","W10004_0140/PHZ51",67.5,67.5,0,276.7,146.7,0.530177087,11.68,20,679.63
"WIH2_2021","W10004_0144/PHK76",65,66,1,248.3,131.7,0.530406766,10.46,20,759.44
"WIH2_2021","W10004_0144/PHZ51",66,66,0,255,126.7,0.496862745,12.94,20.8,756.86
"WIH2_2021","W10004_0146/PHK76",65,64,-1,265,138.3,0.521886792,13.43,22.1,740.13
"WIH2_2021","W10004_0146/PHZ51",67,66,-1,276.7,150,0.542103361,11.91,19.9,740.13
"WIH2_2021","W10004_0147/PHK76",65.5,64.5,-1,255,139.2,0.545882353,10.53,19.55,756.86
"WIH2_2021","W10004_0147/PHZ51",68,67,-1,270,148.3,0.549259259,11.66,22.8,713.1
"WIH2_2021","W10004_0148/PHK76",66,64,-2,273.3,136.7,0.500182949,13.2,20.9,729.83
"WIH2_2021","W10004_0148/PHZ51",65,64,-1,280,131.7,0.470357143,13.04,19.8,731.12
"WIH2_2021","W10004_0149/PHK76",65,64,-1,250,128.3,0.5132,12.36,21.9,719.54
"WIH2_2021","W10004_0149/PHZ51",66,66,0,273.3,131.7,0.481888035,13.68,22.6,714.39
"WIH2_2021","W10004_0150/PHK76",65,65,0,246.7,136.7,0.554114309,11.82,19.1,747.85
"WIH2_2021","W10004_0152/PHK76",65,64,-1,253.3,116.7,0.460718516,10.62,18.3,729.83
"WIH2_2021","W10004_0152/PHZ51",66,67,1,268.3,128.3,0.478196049,14.78,20.7,719.54
"WIH2_2021","W10004_0153/PHK76",65,64,-1,268.3,146.7,0.546775997,10.42,19.3,731.12
"WIH2_2021","W10004_0153/PHZ51",65.5,65.5,0,275,132.5,0.481818182,8.88,19.55,704.09
"WIH2_2021","W10004_0154/PHK76",66,66,0,230,103.3,0.449130435,9.51,20.2,740.13
"WIH2_2021","W10004_0154/PHZ51",67,67,0,253.3,101.7,0.401500197,9.96,20.7,718.25
"WIH2_2021","W10004_0160/PHK76",64,63,-1,263.3,123.3,0.468287125,12.4,19,714.39
"WIH2_2021","W10004_0160/PHZ51",66,66,0,251.7,100,0.397298371,9.69,19.1,720.82
"WIH2_2021","W10004_0161/PHZ51",65.5,64,-1.5,246.7,105.8,0.428860965,12.53,20.1,689.93
"WIH2_2021","W10004_0166/PHK76",65,65,0,263.3,136.7,0.519179643,12.97,21.65,711.17
"WIH2_2021","W10004_0166/PHZ51",66,66,0,273.3,138.3,0.506037322,14,24.1,679.63
"WIH2_2021","W10004_0167/PHZ51",67,66,-1,273.3,133.3,0.487742408,13.17,21.7,736.27
"WIH2_2021","W10004_0168/PHK76",66,65,-1,231.7,120,0.517911092,12.07,21.2,723.4
"WIH2_2021","W10004_0168/PHZ51",69,69,0,265,148.3,0.559622642,11.47,22.7,719.54
"WIH2_2021","W10004_0169/PHZ51",64,66,2,281.7,126.7,0.449769258,10.33,18.6,695.08
"WIH2_2021","W10004_0171/PHK76",65,63,-2,255,128.3,0.503137255,9.45,22.7,675.77
"WIH2_2021","W10004_0178/PHK76",64.5,64,-0.5,245.8,116.7,0.474776241,11.41,21.75,727.9
"WIH2_2021","W10004_0178/PHZ51",67,67,0,268.3,120,0.447260529,12.42,22.8,682.21
"WIH2_2021","W10004_0179/PHK76",63.5,63,-0.5,245,125,0.510204082,10.8,19.5,771.67
"WIH2_2021","W10004_0179/PHZ51",65,65.5,0.5,261.7,125,0.47764616,9.54,20.8,741.42
"WIH2_2021","W10004_0185/PHZ51",66,66.5,0.5,263.3,122.5,0.465248766,11.48,21.35,715.03
"WIH2_2021","W10004_0189/PHZ51",67,68,1,270,115,0.425925926,10.38,21.8,702.8
"WIH2_2021","W10004_0190/PHK76",66,67,1,278.3,133.3,0.478979519,13.07,24.2,698.94
"WIH2_2021","W10004_0190/PHZ51",66,68,2,283.3,135,0.47652665,12.69,21.7,722.11
"WIH2_2021","W10004_0192/PHK76",66,66,0,260,133.3,0.512692308,12.42,20.5,719.54
"WIH2_2021","W10004_0192/PHZ51",67,68,1,253.3,120,0.473746546,9.83,21,719.54
"WIH2_2021","W10004_0194/PHK76",63,63,0,231.7,100,0.431592577,11.08,19,753
"WIH2_2021","W10004_0194/PHZ51",66,67,1,266.7,115,0.4311961,13.37,22.2,711.81
"WIH2_2021","W10004_0196/PHK76",67,67,0,265,135,0.509433962,14.7,21.6,698.94
"WIH2_2021","W10004_0196/PHZ51",69,69,0,270,133.3,0.493703704,11.4,22.6,696.37
"WIH2_2021","W10004_0197/PHZ51",66,65,-1,296.7,146.7,0.494438827,10.63,21.4,710.53
"WIH2_2021","W10004_0199/PHK76",66,65,-1,246.7,113.3,0.459262262,12.06,18.6,734.98
"WIH2_2021","W10004_0199/PHZ51",67,67,0,268.3,127.5,0.475214312,10.78,21.65,710.53
"WIH2_2021","W10004_0200/PHK76",65,63,-2,266.7,131.7,0.493813273,14.6,20,751.72
"WIH2_2021","W10004_0200/PHZ51",66,66,0,268.3,128.3,0.478196049,11.7,20.4,742.71
"WIH2_2021","W10004_0203/PHK76",65,65,0,261.7,131.7,0.503247994,8.98,18,732.41
"WIH2_2021","W10004_0203/PHZ51",66,66,0,280,136.7,0.488214286,13.72,20.8,728.55
"WIH2_2021","W10004_0204/PHK76",66,65,-1,273.3,130,0.475667764,11.92,22.3,737.56
"WIH2_2021","W10004_0204/PHZ51",67,68,1,280,135,0.482142857,11.1,22.6,713.1
"WIH2_2021","W10004_0206/PHZ51",64.5,65.5,1,263.3,114.2,0.433725788,11.64,19.85,734.34
"WIH2_2021","W10004_0212/PHK76",64,64,0,246.7,128.3,0.520064856,10.46,18.5,719.54
"WIH2_2021","W10004_0212/PHZ51",66,66,0,276.7,129.2,0.466931695,13.4,20.95,715.03
"WIH2_2021","W10004_0213/PHK76",63,63,0,233.3,110,0.471495928,10.13,17.6,711.81
"WIH2_2021","W10004_0213/PHZ51",66,67,1,263.3,131.7,0.500189897,10.93,21.4,711.81
"WIH2_2021","W10004_0217/PHK76",63,62,-1,239.2,105.8,0.442307692,10.86,21.15,729.19
"WIH2_2021","W10004_0217/PHZ51",64,66,2,251.7,111.7,0.44378228,9.54,18.7,696.37
"WIH2_2021","W10004_0220/PHK76",64,63,-1,251.7,115,0.456893127,11.13,20.1,736.27
"WIH2_2021","W10004_0220/PHZ51",67,66,-1,268.3,131.7,0.490868431,10.63,24,718.25
"WIH2_2021","W10004_0221/PHZ51",67,66,-1,268.3,130,0.48453224,11.26,20.2,719.54
"WIH2_2021","W10004_0223/PHK76",65,64.5,-0.5,262.5,131.7,0.501714286,12.2,21.85,726.62
"WIH2_2021","W10004_0224/PHK76",66,64,-2,250,128.3,0.5132,13.99,18.3,727.26
"WIH2_2021","W10004_0224/PHZ51",67,66,-1,265,120,0.452830189,10.76,20.8,716.96
"WIH2_2021","W10004_0225/PHK76",65,63,-2,241.7,116.7,0.482829954,14.07,23,715.67
"WIH2_2021","W10004_0225/PHZ51",65,66,1,260,141.7,0.545,11.46,23,716.96
"WIH2_2021","W10004_0227/PHK76",62.3,61.7,-0.6,250,120.6,0.4824,13.78,21.23,727.69
"WIH2_2021","W10004_0227/PHZ51",65,65,0,267.5,119.2,0.445607477,10.87,22.05,716.96
"WIH2_2021","W10004_0231/PHK76",62.5,61.5,-1,251.7,125,0.496622964,12.68,18.35,743.35
"WIH2_2021","W10004_0231/PHZ51",64,65,1,276.7,128.3,0.463679075,7.05,18.4,722.11
"WIH2_2021","W10004_0236/PHK76",64,64,0,255,121.7,0.477254902,14.14,20.3,706.66
"WIH2_2021","W10004_0236/PHZ51",66,66,0,258.3,111.7,0.432442896,6.8,21,692.51
"WIH2_2021","W10004_0238/PHK76",66,67,1,250,123.3,0.4932,10.93,22.6,747.85
"WIH2_2021","W10004_0241/PHK76",63,63,0,255,121.7,0.477254902,11.57,18.2,724.69
"WIH2_2021","W10004_0241/PHZ51",66,66,0,273.3,118.3,0.432857666,12.07,19.55,706.66
"WIH2_2021","W10004_0242/PHZ51",65,66,1,265,121.7,0.459245283,11.05,20.5,737.56
"WIH2_2021","W10004_0253/PHK76",64,64,0,263.3,126.7,0.481200152,12.16,21.8,677.06
"WIH2_2021","W10004_0253/PHZ51",65,66,1,280,125,0.446428571,11.59,20.9,673.2
"WIH2_2021","W10004_0254/PHK76",66,64.5,-1.5,250.8,132.5,0.52830941,9.24,19.9,735.63
"WIH2_2021","W10004_0254/PHZ51",67,66,-1,275,140,0.509090909,12.11,21.6,738.84
"WIH2_2021","W10004_0256/PHK76",65,64,-1,251.7,111.7,0.44378228,10.91,19.3,731.12
"WIH2_2021","W10004_0256/PHZ51",65,66,1,256.7,110,0.428515777,11.19,22.3,729.83
"WIH2_2021","W10004_0258/PHK76",64,63,-1,251.7,138.3,0.549463647,12.33,18.1,728.55
"WIH2_2021","W10004_0258/PHZ51",67,68.5,1.5,280,154.2,0.550714286,12.66,21.6,707.95
"WIH2_2021","W10004_0261/PHK76",66,65,-1,233.3,105,0.450064295,13.72,21.3,718.25
"WIH2_2021","W10004_0261/PHZ51",68,67,-1,261.7,125,0.47764616,13.36,22.3,716.96
"WIH2_2021","W10004_0262/PHK76",66,65,-1,250,130,0.52,12.03,21.6,742.71
"WIH2_2021","W10004_0264/PHK76",64,64,0,244.2,123.3,0.504914005,9.89,19.1,749.14
"WIH2_2021","W10004_0264/PHZ51",65,66,1,248.3,121.7,0.490132904,7.28,21.4,738.84
"WIH2_2021","W10004_0268/PHK76",67,66,-1,253.3,141.7,0.559415713,10.54,21,728.55
"WIH2_2021","W10004_0268/PHZ51",67,68,1,275,153.3,0.557454545,11.6,24,692.51
"WIH2_2021","W10004_0270/PHK76",63,63,0,241.7,95,0.393049235,12.6,19.5,741.42
"WIH2_2021","W10004_0270/PHZ51",67,67,0,281.7,125,0.443734469,12.43,21.1,742.71
"WIH2_2021","W10004_0271/PHK76",65,64,-1,264.2,132.5,0.501514005,12,21.05,736.91
"WIH2_2021","W10004_0271/PHZ51",67,67,0,295,135,0.457627119,11.84,21.9,725.97
"WIH2_2021","W10004_0276/PHK76",65,63,-2,266.7,120,0.449943757,12.36,22.9,723.4
"WIH2_2021","W10004_0276/PHZ51",66,67,1,283.3,133.3,0.470525944,11.19,20.3,745.28
"WIH2_2021","W10004_0290/PHK76",66,66,0,264.2,118.3,0.447766843,11.45,21.5,749.14
"WIH2_2021","W10004_0290/PHZ51",65,66,1,265,112.5,0.424528302,12.66,20.8,711.81
"WIH2_2021","W10004_0291/PHK76",64.5,63.5,-1,258.3,130.8,0.506387921,11.92,20.9,740.13
"WIH2_2021","W10004_0292/PHK76",65,64,-1,231.7,113.3,0.488994389,10.71,20.8,701.52
"WIH2_2021","W10004_0292/PHZ51",65,65,0,245,121.7,0.496734694,9.06,20,734.98
"WIH2_2021","W10004_0299/PHK76",67,66,-1,256.7,121.7,0.474094273,10.31,23,720.82
"WIH2_2021","W10004_0299/PHZ51",67,68,1,275,141.7,0.515272727,12.33,23.5,696.37
"WIH2_2021","W10004_0306/PHK76",63,63,0,250,120,0.48,12.29,19.8,750.43
"WIH2_2021","W10004_0306/PHZ51",65,66,1,255,115,0.450980392,11.1,21.1,704.09
"WIH2_2021","W10004_0308/PHK76",65,65,0,251.7,125,0.496622964,15.01,21.4,755.58
"WIH2_2021","W10004_0308/PHZ51",66,66,0,280,125,0.446428571,10.92,22.5,759.44
"WIH2_2021","W10004_0309/PHK76",64,63,-1,253.3,116.7,0.460718516,11.4,19.8,728.55
"WIH2_2021","W10004_0309/PHZ51",66,65,-1,268.3,135,0.503168095,11.84,19.3,719.54
"WIH2_2021","W10004_0310/PHK76",66,67,1,246.7,111.7,0.452776652,11.36,20.1,728.55
"WIH2_2021","W10004_0310/PHZ51",66,67,1,271.7,130,0.4784689,6.48,20.1,719.54
"WIH2_2021","W10004_0311/PHK76",66,66,0,253.3,126.7,0.500197394,9.43,19.8,720.82
"WIH2_2021","W10004_0327/PHK76",66,66,0,273.3,111.7,0.408708379,11.03,20.2,723.4
"WIH2_2021","W10004_0327/PHZ51",64,67,3,273.3,116.7,0.427003293,9.06,18.2,707.95
"WIH2_2021","W10004_0329/PHK76",62,61,-1,228.3,108.3,0.474375821,11.46,20.6,782.61
"WIH2_2021","W10004_0329/PHZ51",64,63,-1,253.3,115,0.454007106,10.99,19.5,755.58
"WIH2_2021","W10004_0336/PHK76",66,66,0,268.3,135,0.503168095,13.32,22.7,728.55
"WIH2_2021","W10004_0336/PHZ51",68,67,-1,266.7,138.3,0.51856018,10.02,21.5,723.4
"WIH2_2021","W10004_0344/PHK76",65,64,-1,250,108.3,0.4332,14.15,21.3,741.42
"WIH2_2021","W10004_0344/PHZ51",66,66,0,265.8,117.5,0.442061701,12.2,22.05,703.45
"WIH2_2021","W10004_0346/PHK76",63.5,63.5,0,251.7,115,0.456893127,12.58,19.45,678.35
"WIH2_2021","W10004_0346/PHZ51",66,66,0,266.7,110,0.412448444,11.29,21.1,704.09
"WIH2_2021","W10004_0361/PHK76",65,64,-1,246.7,120,0.486420754,12.21,22.2,734.98
"WIH2_2021","W10004_0361/PHZ51",66,66,0,250,131.7,0.5268,11.25,22.2,736.27
"WIH2_2021","W10004_0362/PHK76",65,65,0,246.7,111.7,0.452776652,7.96,20.81776,652.6
"WIH2_2021","W10004_0362/PHZ51",66,66,0,255,115,0.450980392,13.21,21.5,732.41
"WIH2_2021","W10004_0380/PHK76",66,65,-1,278.3,148.3,0.532878189,13.05,22.4,746.57
"WIH2_2021","W10004_0381/PHK76",65,64,-1,270,138.3,0.512222222,11.7,20.9,759.44
"WIH2_2021","W10004_0381/PHZ51",66,67,1,298.3,120.9465,0.575595039,11.04,18.7,733.7
"WIH2_2021","W10004_0383/PHK76",65,64,-1,236.7,118.3,0.499788762,11.06,22.7,701.52
"WIH2_2021","W10004_0383/PHZ51",65,65,0,273.3,136.7,0.500182949,7.24,20.2,706.66
"WIH2_2021","W10004_0389/PHK76",63,63,0,238.3,121.7,0.510700797,8.64,19.9,693.79
"WIH2_2021","W10004_0389/PHZ51",66,66,0,260.8,113.3,0.434432515,11.12,20.15,700.23
"WIH2_2021","W10004_0393/PHK76",65,66,1,240,116.7,0.48625,12.21,22.3,746.57
"WIH2_2021","W10004_0393/PHZ51",66,69,3,256.7,126.7,0.493572263,10.16,19.9,722.11
"WIH2_2021","W10004_0394/PHK76",64,62.5,-1.5,225.8,104.2,0.461470328,11.57,20.4,716.96
"WIH2_2021","W10004_0394/PHZ51",66,66,0,263.3,125,0.474743638,11.70271,19.5,713.1
