"Env","Hybrid","Pollen_DAP_days","Silk_DAP_days","ASI","Plant_Height_cm","Ear_Height_cm","EHC","Yield_Mg_ha","Grain_Moisture","Twt_kg_m3"
"IAH4_2021","W10004_0095/PHK76",78,78,0,NA,NA,NA,8.11,15.6,740.13
"IAH4_2021","W10004_0095/PHZ51",78,80,2,NA,NA,NA,9.95781,15.7,709.24
"IAH4_2021","W10004_0097/PHK76",76,76,0,NA,NA,NA,9.02,15.6,742.71
"IAH4_2021","W10004_0097/PHZ51",78,78,0,NA,NA,NA,11.04,15.4,724.69
"IAH4_2021","W10004_0098/PHK76",73,73,0,NA,NA,NA,9.27,15.4,755.58
"IAH4_2021","W10004_0098/PHZ51",76,78,2,NA,NA,NA,6.12,15.1,724.69
"IAH4_2021","W10004_0099/PHK76",75,75,0,NA,NA,NA,10.8,15.6,765.88
"IAH4_2021","W10004_0099/PHZ51",79,80,1,NA,NA,NA,8.65,15.6,765.88
"IAH4_2021","W10004_0101/PHZ51",73.5,75.5,2,NA,NA,NA,7.82,15.15,718.89
"IAH4_2021","W10004_0103/PHK76",78,78,0,NA,NA,NA,10.64,15.3,777.46
"IAH4_2021","W10004_0103/PHZ51",78.5,81,2.5,NA,NA,NA,7.56,15.05,738.84
"IAH4_2021","W10004_0106/PHK76",73,73,0,NA,NA,NA,9.81,15.1,731.12
"IAH4_2021","W10004_0106/PHZ51",76,76.5,0.5,NA,NA,NA,9.13,15,713.74
"IAH4_2021","W10004_0110/PHK76",74,73,-1,NA,NA,NA,10.72,15.4,759.44
"IAH4_2021","W10004_0110/PHZ51",76.5,76.5,0,NA,NA,NA,10.16,15.2,744.64
"IAH4_2021","W10004_0112/PHK76",75,75,0,NA,NA,NA,7.36,15.5,755.58
"IAH4_2021","W10004_0112/PHZ51",76,77.5,1.5,NA,NA,NA,8.43,15.45,739.49
"IAH4_2021","W10004_0115/PHK76",73,76,3,NA,NA,NA,9.63,15.2,742.71
"IAH4_2021","W10004_0115/PHZ51",78,80,2,NA,NA,NA,8.62,15.1,710.53
"IAH4_2021","W10004_0116/PHK76",75,75,0,NA,NA,NA,11,15.9,772.31
"IAH4_2021","W10004_0118/PHK76",73,73,0,NA,NA,NA,10.37,15.6,767.16
"IAH4_2021","W10004_0118/PHZ51",78,78,0,NA,NA,NA,8.58,15.3,742.71
"IAH4_2021","W10004_0119/PHK76",77,77,0,NA,NA,NA,10.36,15.3,755.58
"IAH4_2021","W10004_0119/PHZ51",78,79,1,NA,NA,NA,10.78,15.3,742.71
"IAH4_2021","W10004_0121/PHK76",78,78,0,NA,NA,NA,9.65,15.1,746.57
"IAH4_2021","W10004_0121/PHZ51",80,82,2,NA,NA,NA,9.2,14.9,728.55
"IAH4_2021","W10004_0122/PHK76",76,76,0,NA,NA,NA,9.61,15.4,714.39
"IAH4_2021","W10004_0122/PHZ51",78,79,1,NA,NA,NA,8.31,15,733.05
"IAH4_2021","W10004_0127/PHK76",76,76,0,NA,NA,NA,9.07,15.6,756.86
"IAH4_2021","W10004_0127/PHZ51",76,78,2,NA,NA,NA,7.86,16,758.15
"IAH4_2021","W10004_0129/PHZ51",78.5,79,0.5,NA,NA,NA,10.15,15.35,728.55
"IAH4_2021","W10004_0132/PHK76",74,76,2,NA,NA,NA,8.93,15.3,776.17
"IAH4_2021","W10004_0132/PHZ51",77,79,2,NA,NA,NA,8.05,15.2,742.71
"IAH4_2021","W10004_0133/PHK76",74.5,75,0.5,NA,NA,NA,10.2,15.6,761.37
"IAH4_2021","W10004_0133/PHZ51",77,80,3,NA,NA,NA,7.71,15.1,727.26
"IAH4_2021","W10004_0134/PHK76",74,74.5,0.5,NA,NA,NA,10.21,15.2,729.83
"IAH4_2021","W10004_0134/PHZ51",77,77,0,NA,NA,NA,11.31,15.2,728.55
"IAH4_2021","W10004_0138/PHK76",75,75.5,0.5,NA,NA,NA,9.12,15.5,751.72
"IAH4_2021","W10004_0138/PHZ51",77,79,2,NA,NA,NA,8.23,15.35,736.27
"IAH4_2021","W10004_0140/PHZ51",78,80,2,NA,NA,NA,7.62,15.1,716.96
"IAH4_2021","W10004_0144/PHK76",75,75,0,NA,NA,NA,8.39,15.6,760.73
"IAH4_2021","W10004_0144/PHZ51",76,77,1,NA,NA,NA,10.02,15.9,754.29
"IAH4_2021","W10004_0146/PHK76",76,75,-1,NA,NA,NA,10.35,15.3,760.73
"IAH4_2021","W10004_0146/PHZ51",77,79,2,NA,NA,NA,9.68,15.2,745.28
"IAH4_2021","W10004_0147/PHK76",75,74,-1,NA,NA,NA,10.92,15.6,764.59
"IAH4_2021","W10004_0147/PHZ51",79,79,0,NA,NA,NA,10.39,15.2,751.72
"IAH4_2021","W10004_0148/PHK76",76,76,0,NA,NA,NA,11.08,15.45,769.09
"IAH4_2021","W10004_0148/PHZ51",78,81,3,NA,NA,NA,6.69,15.3,736.27
"IAH4_2021","W10004_0149/PHK76",74.5,75.5,1,NA,NA,NA,10.9,15.3,743.99
"IAH4_2021","W10004_0149/PHZ51",78,78,0,NA,NA,NA,9.16,15.3,724.69
"IAH4_2021","W10004_0150/PHK76",73,75,2,NA,NA,NA,10.45,15.5,756.86
"IAH4_2021","W10004_0152/PHK76",74,74,0,NA,NA,NA,9.49,15.6,728.55
"IAH4_2021","W10004_0152/PHZ51",77,79,2,NA,NA,NA,8.82,14.9,737.56
"IAH4_2021","W10004_0153/PHK76",75,75,0,NA,NA,NA,8.82,15.8,728.55
"IAH4_2021","W10004_0153/PHZ51",78,79,1,NA,NA,NA,8.16,15,720.82
"IAH4_2021","W10004_0154/PHK76",77,76,-1,NA,NA,NA,10.09,15.7,746.57
"IAH4_2021","W10004_0154/PHZ51",78,80,2,NA,NA,NA,10.2,15,724.69
"IAH4_2021","W10004_0160/PHK76",77,77,0,NA,NA,NA,10.31,15.4,738.84
"IAH4_2021","W10004_0160/PHZ51",78,78,0,NA,NA,NA,8.55,14.8,711.81
"IAH4_2021","W10004_0161/PHZ51",74,75,1,NA,NA,NA,9.32,14.8,724.69
"IAH4_2021","W10004_0166/PHK76",75,76,1,NA,NA,NA,11.22,15.5,719.54
"IAH4_2021","W10004_0166/PHZ51",77,79,2,NA,NA,NA,10.79,14.7,777.46
"IAH4_2021","W10004_0167/PHZ51",78,79,1,NA,NA,NA,9.89,15.6,733.7
"IAH4_2021","W10004_0168/PHK76",76,76,0,NA,NA,NA,8.95,15.9,758.15
"IAH4_2021","W10004_0168/PHZ51",76,79,3,NA,NA,NA,7.46,15.3,734.98
"IAH4_2021","W10004_0169/PHZ51",76.5,78,1.5,NA,NA,NA,9.11,14.6,731.76
"IAH4_2021","W10004_0171/PHK76",78,76,-2,NA,NA,NA,9.06,15.5,745.28
"IAH4_2021","W10004_0178/PHK76",75,75,0,NA,NA,NA,9.46,15.6,749.14
"IAH4_2021","W10004_0178/PHZ51",76.5,77.5,1,NA,NA,NA,10.46,15.25,736.91
"IAH4_2021","W10004_0179/PHK76",74.5,75.5,1,NA,NA,NA,8.88,15.7,751.72
"IAH4_2021","W10004_0179/PHZ51",76,76,0,NA,NA,NA,9.07,15.3,751.72
"IAH4_2021","W10004_0185/PHZ51",76,78,2,NA,NA,NA,9.33,14.95,731.76
"IAH4_2021","W10004_0189/PHZ51",76,76,0,NA,NA,NA,7.75,15.2,722.11
"IAH4_2021","W10004_0190/PHK76",75,75,0,NA,NA,NA,11.23,15.3,768.45
"IAH4_2021","W10004_0190/PHZ51",76,78,2,NA,NA,NA,8.31,15,727.26
"IAH4_2021","W10004_0192/PHK76",77,77,0,NA,NA,NA,10.27,15.4,750.43
"IAH4_2021","W10004_0192/PHZ51",78,80,2,NA,NA,NA,10.6,14.9,727.26
"IAH4_2021","W10004_0194/PHK76",75,75,0,NA,NA,NA,9.78,15.3,778.75
"IAH4_2021","W10004_0194/PHZ51",78,79,1,NA,NA,NA,8.95,15.1,738.84
"IAH4_2021","W10004_0196/PHK76",78,78,0,NA,NA,NA,11.41,15.65,763.3
"IAH4_2021","W10004_0196/PHZ51",79,80,1,NA,NA,NA,9.92,14.9,742.71
"IAH4_2021","W10004_0197/PHZ51",77,78,1,NA,NA,NA,8.31,15.1,724.69
"IAH4_2021","W10004_0199/PHK76",78.5,78.5,0,NA,NA,NA,8.91,15.5,751.07
"IAH4_2021","W10004_0199/PHZ51",79,81,2,NA,NA,NA,9.36,14.8,728.55
"IAH4_2021","W10004_0200/PHK76",76,76,0,NA,NA,NA,11.8,15.3,751.72
"IAH4_2021","W10004_0200/PHZ51",78,78,0,NA,NA,NA,9.49,15.5,774.89
"IAH4_2021","W10004_0203/PHK76",75,76,1,NA,NA,NA,9.65,15.6,765.88
"IAH4_2021","W10004_0203/PHZ51",77,80,3,NA,NA,NA,8.62,15.3,718.25
"IAH4_2021","W10004_0204/PHK76",78,79,1,NA,NA,NA,7.95,15.7,754.29
"IAH4_2021","W10004_0204/PHZ51",78,80,2,NA,NA,NA,8.34,15.4,731.12
"IAH4_2021","W10004_0206/PHZ51",78,80,2,NA,NA,NA,8.85,15.2,754.29
"IAH4_2021","W10004_0212/PHK76",75,75,0,NA,NA,NA,13.24,15.1,754.29
"IAH4_2021","W10004_0212/PHZ51",77,78,1,NA,NA,NA,8.86,15.2,714.39
"IAH4_2021","W10004_0213/PHK76",74.5,77,2.5,NA,NA,NA,10.75,15.35,744.64
"IAH4_2021","W10004_0213/PHZ51",76.5,78.5,2,NA,NA,NA,8.75,15.1,736.91
"IAH4_2021","W10004_0217/PHK76",74,75,1,NA,NA,NA,9.59,15,741.42
"IAH4_2021","W10004_0217/PHZ51",76.5,79,2.5,NA,NA,NA,8.06,15.05,710.53
"IAH4_2021","W10004_0220/PHK76",75,75,0,NA,NA,NA,10.51,15.2,774.89
"IAH4_2021","W10004_0220/PHZ51",78,80,2,NA,NA,NA,9.92,15.5,741.42
"IAH4_2021","W10004_0221/PHZ51",77,79,2,NA,NA,NA,8.59,15.6,749.14
"IAH4_2021","W10004_0223/PHK76",75,75,0,NA,NA,NA,9.2,15.7,745.28
"IAH4_2021","W10004_0224/PHK76",76,75,-1,NA,NA,NA,11.44,15.3,731.12
"IAH4_2021","W10004_0224/PHZ51",78,79,1,NA,NA,NA,8.62,15.3,727.26
"IAH4_2021","W10004_0225/PHK76",75.5,75.5,0,NA,NA,NA,10.71,15.9,764.59
"IAH4_2021","W10004_0225/PHZ51",75,77,2,NA,NA,NA,9.6,15.4,742.71
"IAH4_2021","W10004_0227/PHK76",74,74,0,NA,NA,NA,9.74,16.2,767.16
"IAH4_2021","W10004_0227/PHZ51",77,80,3,NA,NA,NA,8.8,15.8,724.69
"IAH4_2021","W10004_0231/PHK76",72,73,1,NA,NA,NA,8.26,15.2,734.98
"IAH4_2021","W10004_0231/PHZ51",75,77,2,NA,NA,NA,8.62,15.1,733.7
"IAH4_2021","W10004_0236/PHK76",77,76,-1,NA,NA,NA,12.03,15.8,747.85
"IAH4_2021","W10004_0236/PHZ51",77,78,1,NA,NA,NA,10.03,15.5,705.38
"IAH4_2021","W10004_0238/PHK76",77,77,0,NA,NA,NA,7.5,15.6,760.73
"IAH4_2021","W10004_0241/PHK76",73,74,1,NA,NA,NA,12.32,15.1,745.28
"IAH4_2021","W10004_0241/PHZ51",77,78,1,NA,NA,NA,9.82,15,702.8
"IAH4_2021","W10004_0242/PHZ51",78,79,1,NA,NA,NA,8.27,15.4,749.14
"IAH4_2021","W10004_0253/PHK76",78,78,0,NA,NA,NA,10.18,15.5,741.42
"IAH4_2021","W10004_0253/PHZ51",77,80,3,NA,NA,NA,9.17,15.1,691.22
"IAH4_2021","W10004_0254/PHK76",77,77,0,NA,NA,NA,10.75,15.6,756.86
"IAH4_2021","W10004_0254/PHZ51",76,77,1,NA,NA,NA,9.23,15.3,745.28
"IAH4_2021","W10004_0256/PHK76",74,75,1,NA,NA,NA,8.98,15.5,751.07
"IAH4_2021","W10004_0256/PHZ51",75,78,3,NA,NA,NA,7.87,15.1,722.11
"IAH4_2021","W10004_0258/PHK76",74,74,0,NA,NA,NA,10.37,15.7,728.55
"IAH4_2021","W10004_0258/PHZ51",78,79,1,NA,NA,NA,8.56,14.7,705.38
"IAH4_2021","W10004_0261/PHK76",79,79,0,NA,NA,NA,8.15,15.8,758.15
"IAH4_2021","W10004_0261/PHZ51",78,80,2,NA,NA,NA,9.21,15.2,756.86
"IAH4_2021","W10004_0262/PHK76",75.5,76,0.5,NA,NA,NA,9.41,15.9,762.01
"IAH4_2021","W10004_0264/PHK76",75,76,1,NA,NA,NA,9.2,15.4,751.72
"IAH4_2021","W10004_0264/PHZ51",78,80,2,NA,NA,NA,5.75,15.5,731.12
"IAH4_2021","W10004_0268/PHK76",77,77,0,NA,NA,NA,7.82,16.1,751.72
"IAH4_2021","W10004_0268/PHZ51",80.5,81.5,1,NA,NA,NA,6.44,15.55,737.56
"IAH4_2021","W10004_0270/PHK76",74,75,1,NA,NA,NA,13.07,15.5,769.74
"IAH4_2021","W10004_0270/PHZ51",77,79,2,NA,NA,NA,9,15.7,747.85
"IAH4_2021","W10004_0271/PHK76",75.5,75.5,0,NA,NA,NA,8.88,15.65,762.66
"IAH4_2021","W10004_0271/PHZ51",77.5,78,0.5,NA,NA,NA,9.08,15.45,753
"IAH4_2021","W10004_0276/PHK76",74,75,1,NA,NA,NA,10.44,15.4,764.59
"IAH4_2021","W10004_0276/PHZ51",77,77,0,NA,NA,NA,8.52,15.4,747.85
"IAH4_2021","W10004_0290/PHK76",77,77,0,NA,NA,NA,10.77,15.5,764.59
"IAH4_2021","W10004_0290/PHZ51",76,78,2,NA,NA,NA,8.96,15.1,723.4
"IAH4_2021","W10004_0291/PHK76",73,74,1,NA,NA,NA,10.49,15.7,753
"IAH4_2021","W10004_0292/PHK76",76,75,-1,NA,NA,NA,10.38,15.2,751.72
"IAH4_2021","W10004_0292/PHZ51",76,78,2,NA,NA,NA,9.06,15,741.42
"IAH4_2021","W10004_0299/PHK76",77,77,0,NA,NA,NA,11.06,15.3,751.72
"IAH4_2021","W10004_0299/PHZ51",79,81,2,NA,NA,NA,11.14,15.3,736.27
"IAH4_2021","W10004_0306/PHK76",76,74,-2,NA,NA,NA,10,15.6,749.14
"IAH4_2021","W10004_0306/PHZ51",78,79,1,NA,NA,NA,8.65,15.7,731.12
"IAH4_2021","W10004_0308/PHK76",77,77,0,NA,NA,NA,10.77,16,782.61
"IAH4_2021","W10004_0308/PHZ51",77,78,1,NA,NA,NA,8.77,15.6,755.58
"IAH4_2021","W10004_0309/PHK76",78,76,-2,NA,NA,NA,9.34,15.7,755.58
"IAH4_2021","W10004_0309/PHZ51",76,77,1,NA,NA,NA,10.82,15.3,734.98
"IAH4_2021","W10004_0310/PHK76",76,77,1,NA,NA,NA,7.63,15.5,751.72
"IAH4_2021","W10004_0310/PHZ51",77,77,0,NA,NA,NA,8.73,15.4,727.26
"IAH4_2021","W10004_0311/PHK76",73,74,1,NA,NA,NA,8.13,15.7,750.43
"IAH4_2021","W10004_0327/PHK76",77,79.5,2.5,NA,NA,NA,6.37,15.3,734.98
"IAH4_2021","W10004_0327/PHZ51",76,81,0.9281,NA,NA,NA,7.85,15,736.27
"IAH4_2021","W10004_0329/PHK76",73,74,1,NA,NA,NA,9.36,15.2,790.33
"IAH4_2021","W10004_0329/PHZ51",75,76,1,NA,NA,NA,7.77,15.5,756.86
"IAH4_2021","W10004_0336/PHK76",77,77,0,NA,NA,NA,11.54,15.8,756.86
"IAH4_2021","W10004_0336/PHZ51",80,81,1,NA,NA,NA,8.84,15.6,710.53
"IAH4_2021","W10004_0344/PHK76",75,75,0,NA,NA,NA,9.93,15.5,756.86
"IAH4_2021","W10004_0344/PHZ51",78,79,1,NA,NA,NA,8.67,15.5,720.82
"IAH4_2021","W10004_0346/PHK76",73,74,1,NA,NA,NA,11.85,15.7,750.43
"IAH4_2021","W10004_0346/PHZ51",77,81,4,NA,NA,NA,9.9,15.1,702.8
"IAH4_2021","W10004_0361/PHK76",76,75,-1,NA,NA,NA,7.33,15.65,750.43
"IAH4_2021","W10004_0361/PHZ51",80,80,0,NA,NA,NA,7.73,15.1,720.82
"IAH4_2021","W10004_0362/PHK76",75,75.5,0.5,NA,NA,NA,10.73,15.7,746.57
"IAH4_2021","W10004_0362/PHZ51",76.5,78.5,2,NA,NA,NA,7.36,15.2,709.24
"IAH4_2021","W10004_0380/PHK76",77,75,-2,NA,NA,NA,10.03,15.5,758.15
"IAH4_2021","W10004_0381/PHK76",74,74,0,NA,NA,NA,11.35,15.7,768.45
"IAH4_2021","W10004_0381/PHZ51",77,78,1,NA,NA,NA,10.45,15.3,732.41
"IAH4_2021","W10004_0383/PHK76",76,76,0,NA,NA,NA,8.81,15.8,758.15
"IAH4_2021","W10004_0383/PHZ51",76.5,78.5,2,NA,NA,NA,8.01,14.9,721.47
"IAH4_2021","W10004_0389/PHK76",74,74,0,NA,NA,NA,10.32,14.95,730.48
"IAH4_2021","W10004_0389/PHZ51",75,77,2,NA,NA,NA,9.79,15.2,719.54
"IAH4_2021","W10004_0393/PHK76",73.5,77,3.5,NA,NA,NA,7.58,15,748.5
"IAH4_2021","W10004_0393/PHZ51",76,82,0.9281,NA,NA,NA,6.4,15.3,727.26
"IAH4_2021","W10004_0394/PHK76",73,73,0,NA,NA,NA,9.02,15.3,742.71
"IAH4_2021","W10004_0394/PHZ51",76,76,0,NA,NA,NA,9.32,15.2,736.27
"IAH4_2021","W10004_0395/PHK76",75,75,0,NA,NA,NA,8.71,15.5,760.73
"IAH4_2021","W10004_0395/PHZ51",77,78,1,NA,NA,NA,9.29,15.1,747.85
"IAH4_2021","W10004_0396/PHK76",73,74,1,NA,NA,NA,9.58,15.2,747.85
"IAH4_2021","W10004_0396/PHZ51",78,79,1,NA,NA,NA,6.37,15.6,734.98
"IAH4_2021","W10004_0403/PHK76",75,76,1,NA,NA,NA,10.71,15.3,754.29
"IAH4_2021","W10004_0403/PHZ51",79,81,2,NA,NA,NA,8.9,15,749.14
"IAH4_2021","W10004_0409/PHK76",76,75,-1,NA,NA,NA,10.59,15.8,738.84
"IAH4_2021","W10004_0410/PHK76",75,76,1,NA,NA,NA,9.18,15.5,756.86
"IAH4_2021","W10004_0410/PHZ51",78,80,2,NA,NA,NA,6.68,15.4,731.12
"IAH4_2021","W10004_0412/PHK76",76,76,0,NA,NA,NA,9.74,15.3,755.58
"IAH4_2021","W10004_0412/PHZ51",78,79,1,NA,NA,NA,8.81,15.7,745.28
"IAH4_2021","W10004_0417/PHK76",75.5,76,0.5,NA,NA,NA,10.27,15.6,765.23
"IAH4_2021","W10004_0417/PHZ51",77,78,1,NA,NA,NA,9.47,15.2,732.41
"IAH4_2021","W10004_0419/PHK76",77,78,1,NA,NA,NA,9.51,15.7,741.42
"IAH4_2021","W10004_0419/PHZ51",78,80,2,NA,NA,NA,8.43,15.3,724.69
"IAH4_2021","W10004_0424/PHK76",75,77,2,NA,NA,NA,9.33,15.3,772.31
"IAH4_2021","W10004_0424/PHZ51",80,81,1,NA,NA,NA,8.9,15.3,737.56
"IAH4_2021","W10004_0427/PHK76",74,74,0,NA,NA,NA,8.28,15.5,764.59
"IAH4_2021","W10004_0427/PHZ51",77.5,77.5,0,NA,NA,NA,9.64,15.35,762.66
"IAH4_2021","W10004_0430/PHK76",76,76,0,NA,NA,NA,8.54,15.8,776.17
"IAH4_2021","W10004_0430/PHZ51",80,80,0,NA,NA,NA,9.73,15.5,728.55
"IAH4_2021","W10004_0465/PHK76",78,79,1,NA,NA,NA,9.24,15.8,755.58
"IAH4_2021","W10004_0465/PHZ51",77,79,2,NA,NA,NA,9.22,15,732.41
